,Date,Time,Load
0,12/07/21,08:34:04,-1.247
1,12/07/21,08:53:32,-0.952
2,12/07/21,09:08:12,-1.119
3,12/07/21,09:15:15,-1.088
4,12/07/21,09:20:06,-1.212
5,12/07/21,09:21:19,-0.686
6,12/07/21,09:35:20,-1.108
7,12/07/21,09:40:28,-1.058
8,12/07/21,09:44:01,-1.073
9,12/07/21,09:49:30,-1.094
10,12/07/21,09:52:53,-1.025
11,12/07/21,10:03:52,-1.028
12,12/07/21,10:16:53,-1.031
13,12/07/21,10:31:32,-0.94
14,12/07/21,10:43:15,-0.971
15,12/07/21,10:51:33,-1.161
16,12/07/21,11:39:58,-1.212
17,12/07/21,11:53:59,-1.013
18,12/07/21,12:05:31,-1.322
19,12/07/21,12:16:41,-1.182
20,12/07/21,12:27:34,-0.904
21,12/07/21,12:30:44,-0.949
22,12/07/21,12:59:28,-0.964
23,12/07/21,13:04:13,-0.941
24,12/07/21,13:11:34,-0.859
25,12/07/21,13:19:25,-1.054
26,12/07/21,13:27:31,-0.665
27,12/07/21,13:32:12,-1.246
28,12/07/21,13:40:05,-0.811
29,12/07/21,13:49:28,-0.776
30,12/07/21,13:50:26,-0.955
31,12/07/21,13:54:10,-1.014
32,12/07/21,14:00:55,-1.052
33,12/07/21,14:04:41,-0.837
34,12/07/21,14:15:18,-0.981
35,12/07/21,14:18:52,-0.94
36,12/07/21,14:28:00,-0.892
37,12/07/21,14:33:19,-0.904
38,12/07/21,14:36:30,-0.938
39,12/07/21,16:18:16,-1.387
40,12/07/21,16:28:58,-1.039
41,12/07/21,16:41:14,-1.478
42,12/07/21,16:47:32,-1.368
43,12/07/21,16:53:07,-1.213
44,12/07/21,16:58:24,-1.347
45,12/07/21,16:59:17,-1.058
46,12/07/21,17:03:45,-1.348
47,12/07/21,17:08:17,-1.2
48,12/07/21,17:11:30,-1.063
49,12/07/21,17:16:26,-1.282
50,12/07/21,17:21:26,-1.042
51,12/07/21,17:29:04,-1.09
52,12/07/21,17:38:14,-1.536
53,12/07/21,17:38:47,-1.4
