,Date,Time,Unmount
0,26/06/21,09:02:05,-0.885
1,26/06/21,09:05:57,-0.896
2,26/06/21,09:33:04,-0.809
3,26/06/21,09:41:12,-0.851
4,26/06/21,09:57:15,-0.816
5,26/06/21,10:18:21,-0.834
6,26/06/21,10:37:57,-0.812
7,26/06/21,10:45:44,-0.832
8,26/06/21,10:54:45,-0.83
9,26/06/21,11:03:13,-0.788
10,26/06/21,11:06:52,-0.789
11,26/06/21,11:16:40,-0.821
12,26/06/21,11:18:35,-0.831
13,26/06/21,11:27:44,-0.797
14,26/06/21,11:30:26,-0.811
15,26/06/21,11:35:05,-0.804
16,26/06/21,11:40:42,-0.78
17,26/06/21,11:43:31,-0.795
18,26/06/21,11:50:08,-0.798
19,26/06/21,12:00:39,-0.78
20,26/06/21,12:02:28,-0.787
21,26/06/21,12:11:02,-0.772
22,26/06/21,12:14:25,-0.768
23,26/06/21,12:20:59,-0.821
24,26/06/21,12:29:11,-0.781
25,26/06/21,12:30:32,-0.817
26,26/06/21,12:37:26,-0.794
27,26/06/21,12:44:42,-0.759
28,26/06/21,12:46:04,-0.775
29,26/06/21,12:54:11,-0.781
30,26/06/21,12:58:36,-0.77
31,26/06/21,13:05:39,-0.751
32,26/06/21,13:12:31,-0.748
33,26/06/21,13:19:23,-0.742
34,26/06/21,13:22:51,-0.779
35,26/06/21,13:32:34,-0.778
36,26/06/21,13:35:30,-0.775
37,26/06/21,13:42:23,-0.744
38,26/06/21,13:48:56,-0.738
39,26/06/21,13:52:03,-0.76
40,26/06/21,14:01:21,-0.778
41,26/06/21,14:05:34,-0.766
42,26/06/21,14:11:37,-0.727
43,26/06/21,14:14:24,-0.725
44,26/06/21,14:17:53,-0.76
45,26/06/21,14:26:08,-0.741
46,26/06/21,14:45:38,-0.711
47,26/06/21,14:53:13,-0.749
48,26/06/21,15:00:28,-0.741
49,26/06/21,15:07:31,-0.767
50,26/06/21,15:12:46,-0.742
51,26/06/21,15:21:56,-0.74
52,26/06/21,15:34:47,-0.759
53,26/06/21,15:42:29,-0.742
54,26/06/21,15:51:49,-0.75
55,26/06/21,15:58:54,-0.708
56,26/06/21,16:04:52,-0.733
57,26/06/21,16:09:36,-0.775
58,26/06/21,16:17:55,-0.747
