,Date,Time,Unmount
0,02/08/21,09:58:47,-0.849
1,02/08/21,10:17:04,-0.868
2,02/08/21,10:29:30,-0.848
3,02/08/21,10:36:14,-0.832
4,02/08/21,10:48:16,-0.851
5,02/08/21,10:51:39,-0.852
6,02/08/21,11:38:30,-0.777
7,02/08/21,11:39:15,-0.807
8,02/08/21,12:12:55,-0.809
9,02/08/21,12:16:07,-0.822
10,02/08/21,12:26:59,-0.803
11,02/08/21,12:38:53,-0.799
12,02/08/21,12:50:11,-0.821
13,02/08/21,12:59:02,-0.815
14,02/08/21,13:07:26,-0.8
15,02/08/21,13:10:11,-0.826
16,02/08/21,13:18:53,-0.82
17,02/08/21,13:25:28,-0.787
18,02/08/21,13:32:50,-0.78
19,02/08/21,13:40:13,-0.805
20,02/08/21,13:48:49,-0.773
21,02/08/21,13:51:23,-0.791
22,02/08/21,13:54:52,-0.794
23,02/08/21,14:03:28,-0.783
24,02/08/21,14:10:58,-0.803
25,02/08/21,14:19:31,-0.786
26,02/08/21,14:27:27,-0.791
27,02/08/21,14:30:56,-0.792
28,02/08/21,14:40:34,-0.786
29,02/08/21,14:47:32,-0.802
30,02/08/21,14:59:10,-0.795
31,02/08/21,15:01:47,-0.779
32,02/08/21,15:14:31,-0.774
33,02/08/21,15:23:33,-0.775
34,02/08/21,15:32:32,-0.785
35,02/08/21,15:39:43,-0.791
36,02/08/21,15:43:05,-0.772
37,02/08/21,15:45:23,-0.793
38,02/08/21,15:49:00,-0.796
39,02/08/21,15:56:21,-0.79
40,02/08/21,16:02:37,-0.777
41,02/08/21,16:05:49,-0.792
42,02/08/21,16:08:41,-0.78
43,02/08/21,16:14:25,-0.796
44,02/08/21,16:18:15,-0.75
45,02/08/21,16:21:57,-0.778
46,02/08/21,16:26:13,-0.776
47,02/08/21,16:31:35,-0.766
48,02/08/21,16:32:26,-0.775
49,02/08/21,16:36:21,-0.779
50,02/08/21,16:42:12,-0.773
51,02/08/21,16:46:21,-0.741
52,02/08/21,16:50:08,-0.725
53,02/08/21,16:53:33,-0.729
54,02/08/21,16:58:32,-0.732
55,02/08/21,17:25:46,-0.722
56,02/08/21,17:29:58,-0.751
57,02/08/21,17:34:28,-0.756
58,02/08/21,17:48:12,-0.714
59,02/08/21,17:52:21,-0.742
60,02/08/21,17:56:00,-0.722
61,02/08/21,17:57:50,-0.759
62,02/08/21,18:42:56,-0.724
63,02/08/21,18:52:04,-0.721
64,02/08/21,19:04:32,-0.692
65,02/08/21,19:07:03,-0.747
66,02/08/21,19:14:08,-0.68
