,Date,Time,Load
0,29/04/21,11:36:27,-0.98
1,29/04/21,11:37:52,-1.012
2,29/04/21,11:38:39,-0.806
3,29/04/21,11:42:21,-0.803
4,29/04/21,11:43:24,-0.621
5,29/04/21,11:44:17,-1.098
6,29/04/21,11:45:55,-0.717
7,29/04/21,11:47:07,-0.763
8,29/04/21,11:48:07,-0.848
9,29/04/21,11:49:00,-0.8
10,29/04/21,11:49:32,-0.636
11,29/04/21,11:50:24,-0.403
12,29/04/21,11:51:07,-0.251
13,29/04/21,11:51:55,-0.606
14,29/04/21,11:52:36,-0.762
15,29/04/21,11:53:26,-0.995
16,29/04/21,11:54:18,-1.56
17,29/04/21,11:55:01,-0.988
18,29/04/21,11:55:40,-1.159
19,29/04/21,11:56:37,-0.451
20,29/04/21,11:58:18,-0.8
21,29/04/21,11:58:55,-0.424
22,29/04/21,11:59:32,-0.274
23,29/04/21,12:00:09,-0.659
24,29/04/21,12:00:48,-1.164
