,Date,Time,Load
0,08/08/21,00:01:36,-0.936
1,08/08/21,00:04:14,-0.711
2,08/08/21,00:12:04,-0.981
3,08/08/21,00:15:21,-1.193
4,08/08/21,00:23:38,-1.005
5,08/08/21,00:32:23,-0.955
6,08/08/21,00:39:39,-1.192
7,08/08/21,00:48:49,-0.793
8,08/08/21,00:56:23,-0.969
9,08/08/21,00:57:21,-1.079
10,08/08/21,00:58:43,-0.885
11,08/08/21,01:05:10,-0.769
12,08/08/21,01:12:19,-0.853
13,08/08/21,09:17:43,-1.012
14,08/08/21,10:15:10,-0.921
15,08/08/21,10:31:48,-0.753
16,08/08/21,10:37:07,-0.881
17,08/08/21,10:43:57,-1.281
18,08/08/21,10:48:37,-0.87
19,08/08/21,10:52:15,-0.893
20,08/08/21,10:56:53,-0.772
21,08/08/21,11:00:57,-0.945
22,08/08/21,11:04:02,-0.8
23,08/08/21,11:09:33,-0.899
24,08/08/21,11:12:11,-0.921
25,08/08/21,11:15:14,-0.589
26,08/08/21,11:18:00,-0.85
27,08/08/21,11:20:39,-1.443
28,08/08/21,11:22:49,-0.666
29,08/08/21,11:25:17,-0.88
30,08/08/21,11:28:15,-1.271
31,08/08/21,11:33:08,-0.947
32,08/08/21,11:38:29,-0.612
33,08/08/21,11:43:21,-0.687
34,08/08/21,11:48:57,-0.511
35,08/08/21,11:54:19,-0.8
36,08/08/21,12:01:10,-1.0
37,08/08/21,12:07:10,-0.94
38,08/08/21,12:14:12,-0.858
39,08/08/21,12:35:13,-0.8
40,08/08/21,12:44:15,-0.894
41,08/08/21,12:53:20,-0.941
42,08/08/21,12:59:36,-1.132
43,08/08/21,13:03:07,-1.017
44,08/08/21,13:07:48,-0.86
45,08/08/21,13:10:41,-0.867
46,08/08/21,13:16:39,-0.861
47,08/08/21,13:24:26,-0.884
48,08/08/21,13:27:06,-0.899
49,08/08/21,13:29:26,-1.072
50,08/08/21,13:31:48,-1.394
51,08/08/21,13:34:09,-0.923
52,08/08/21,13:38:37,-0.894
53,08/08/21,13:42:20,-0.823
54,08/08/21,13:45:58,-0.809
55,08/08/21,13:48:37,-1.043
56,08/08/21,13:51:06,-0.883
57,08/08/21,13:56:06,-0.836
58,08/08/21,14:00:44,-0.985
59,08/08/21,14:10:42,-0.843
60,08/08/21,14:20:06,-0.8
61,08/08/21,14:30:20,-0.976
62,08/08/21,14:34:50,-0.754
63,08/08/21,14:35:51,-0.708
64,08/08/21,14:43:07,-0.8
65,08/08/21,14:59:11,-0.79
66,08/08/21,15:05:44,-1.275
67,08/08/21,15:06:27,-0.743
68,08/08/21,15:49:30,-0.826
69,08/08/21,16:31:22,-0.84
70,08/08/21,17:01:37,-0.692
71,08/08/21,17:07:39,-0.881
72,08/08/21,17:23:40,-0.968
73,08/08/21,17:41:38,-0.882
74,08/08/21,17:47:17,-1.123
