,Date,Time,Load
0,04/03/21,08:37:40,-1.127
1,04/03/21,08:40:02,-0.8
2,04/03/21,08:42:17,-0.8
3,04/03/21,08:56:55,-0.8
4,04/03/21,09:02:51,-0.8
5,04/03/21,09:07:07,-0.8
6,04/03/21,09:14:48,-0.8
7,04/03/21,09:22:55,-0.8
8,04/03/21,10:08:40,-0.847
9,04/03/21,10:16:15,-0.8
10,04/03/21,10:17:30,-0.8
11,04/03/21,10:18:17,-0.8
12,04/03/21,10:18:56,-0.978
13,04/03/21,10:48:58,-0.8
14,04/03/21,10:51:13,-0.8
15,04/03/21,10:51:39,-0.8
16,04/03/21,10:55:30,-0.8
17,04/03/21,11:03:54,-0.8
18,04/03/21,11:15:06,-1.054
19,04/03/21,11:21:59,-0.8
20,04/03/21,11:24:05,-0.942
21,04/03/21,11:25:02,-0.8
22,04/03/21,11:26:36,-0.8
23,04/03/21,11:28:15,-1.115
24,04/03/21,11:32:31,-0.8
25,04/03/21,11:36:34,-0.8
26,04/03/21,11:43:42,-0.8
27,04/03/21,11:46:31,-0.8
28,04/03/21,12:18:01,-0.8
29,04/03/21,12:35:03,-0.8
30,04/03/21,13:18:01,-0.8
31,04/03/21,13:40:15,-0.8
32,04/03/21,14:04:15,-0.8
33,04/03/21,14:19:56,-0.8
34,04/03/21,14:22:23,-0.8
35,04/03/21,14:42:49,-0.8
36,04/03/21,14:48:02,-0.8
37,04/03/21,14:51:18,-0.8
38,04/03/21,14:53:08,-0.8
39,04/03/21,14:54:13,-0.8
40,04/03/21,14:57:35,-0.8
41,04/03/21,15:01:28,-0.8
42,04/03/21,15:04:52,-0.8
43,04/03/21,15:11:28,-0.8
44,04/03/21,15:26:04,-0.8
45,04/03/21,16:32:07,-0.8
46,04/03/21,16:35:44,-0.8
47,04/03/21,16:41:47,-0.8
48,04/03/21,16:45:25,-0.8
49,04/03/21,16:49:00,-0.8
50,04/03/21,16:52:41,-0.8
51,04/03/21,16:56:19,-0.8
52,04/03/21,16:59:51,-0.8
53,04/03/21,17:03:32,-0.8
54,04/03/21,17:07:10,-0.8
55,04/03/21,17:11:58,-1.087
56,04/03/21,17:15:41,-0.8
57,04/03/21,17:19:21,-1.113
58,04/03/21,17:22:59,-0.8
59,04/03/21,17:26:36,-0.8
60,04/03/21,17:30:16,-0.8
61,04/03/21,17:33:54,-0.8
62,04/03/21,17:37:33,-0.8
63,04/03/21,17:41:08,-0.852
64,04/03/21,17:44:47,-0.849
65,04/03/21,17:48:22,-1.225
66,04/03/21,17:51:58,-0.894
67,04/03/21,17:58:10,-0.605
68,04/03/21,18:04:37,-1.066
69,04/03/21,18:11:59,-0.852
70,04/03/21,18:15:37,-0.755
71,04/03/21,18:19:15,-0.8
72,04/03/21,18:22:53,-0.796
73,04/03/21,18:26:31,-0.8
74,04/03/21,18:30:08,-0.762
75,04/03/21,18:33:42,-0.429
76,04/03/21,18:34:07,-0.8
77,04/03/21,18:45:45,-0.875
78,04/03/21,18:49:27,-0.8
79,04/03/21,19:00:15,-0.8
80,04/03/21,19:00:43,-0.8
81,04/03/21,19:12:10,-0.8
82,04/03/21,19:12:38,-0.8
83,04/03/21,19:19:41,-0.8
84,04/03/21,19:40:37,-0.8
85,04/03/21,20:02:51,-0.8
86,04/03/21,20:05:00,-0.8
87,04/03/21,20:07:23,-0.8
88,04/03/21,20:11:35,-0.8
89,04/03/21,20:14:32,-0.8
90,04/03/21,20:20:16,-0.8
91,04/03/21,20:23:25,-0.8
92,04/03/21,20:29:28,-0.8
93,04/03/21,20:34:48,-0.8
94,04/03/21,20:37:47,-0.8
95,04/03/21,20:40:09,-0.8
96,04/03/21,20:44:43,-0.8
97,04/03/21,20:45:09,-0.8
98,04/03/21,20:51:06,-0.8
99,04/03/21,20:55:50,-0.8
100,04/03/21,20:59:11,-0.8
101,04/03/21,21:02:40,-0.8
102,04/03/21,21:05:14,-0.8
103,04/03/21,21:08:55,-0.8
104,04/03/21,21:12:45,-0.8
105,04/03/21,21:15:33,-0.8
106,04/03/21,21:18:33,-0.8
107,04/03/21,21:22:23,-0.8
108,04/03/21,21:25:47,-0.8
109,04/03/21,21:29:38,-0.8
110,04/03/21,21:32:26,-0.8
111,04/03/21,21:38:51,-0.775
112,04/03/21,21:42:59,-0.8
113,04/03/21,21:46:47,-0.627
114,04/03/21,21:47:12,-0.8
115,04/03/21,21:50:28,-0.8
116,04/03/21,21:53:29,-0.8
117,04/03/21,21:56:57,-0.857
118,04/03/21,22:00:15,-0.947
119,04/03/21,22:02:56,-0.885
120,04/03/21,22:05:55,-0.8
121,04/03/21,22:08:22,-0.8
122,04/03/21,22:11:43,-0.558
123,04/03/21,22:12:08,-0.834
