,Date,Time,Unmount
0,21/03/21,09:36:22,-0.721
1,21/03/21,09:43:48,-0.722
2,21/03/21,09:53:23,-0.697
3,21/03/21,10:02:51,-0.704
4,21/03/21,10:09:49,-0.8
5,21/03/21,10:10:49,-0.8
6,21/03/21,10:19:50,-0.661
7,21/03/21,10:24:02,-0.65
8,21/03/21,10:35:57,-0.8
9,21/03/21,10:45:25,-0.644
10,21/03/21,10:48:33,-0.665
11,21/03/21,10:50:52,-0.8
12,21/03/21,10:58:16,-0.8
13,21/03/21,11:00:49,-0.8
14,21/03/21,11:15:46,-0.8
15,21/03/21,11:19:58,-0.8
16,21/03/21,11:22:42,-0.8
17,21/03/21,11:30:43,-0.8
18,21/03/21,11:35:01,-0.8
19,21/03/21,11:43:21,-0.8
20,21/03/21,11:46:35,-0.8
21,21/03/21,11:48:41,-0.8
22,21/03/21,11:59:13,-0.8
23,21/03/21,12:01:57,-0.8
24,21/03/21,12:06:24,-0.8
25,21/03/21,12:09:52,-0.8
26,21/03/21,12:12:57,-0.8
27,21/03/21,12:29:42,-0.8
28,21/03/21,12:47:48,-0.8
29,21/03/21,12:53:31,-0.8
30,21/03/21,13:09:23,-0.8
31,21/03/21,13:25:57,-0.8
32,21/03/21,13:35:20,-0.8
33,21/03/21,13:39:32,-0.8
34,21/03/21,13:44:04,-0.8
35,21/03/21,14:06:43,-0.8
36,21/03/21,14:10:59,-0.8
37,21/03/21,14:15:11,-0.8
38,21/03/21,14:18:34,-0.8
39,21/03/21,14:35:41,-0.8
40,21/03/21,14:39:33,-0.8
41,21/03/21,14:55:53,-0.8
42,21/03/21,15:00:45,-0.8
43,21/03/21,15:04:37,-0.8
44,21/03/21,15:07:57,-0.8
45,21/03/21,15:11:58,-0.8
46,21/03/21,15:30:44,-0.8
47,21/03/21,15:34:16,-0.8
48,21/03/21,15:40:22,-0.8
49,21/03/21,15:53:44,-0.8
50,21/03/21,16:05:37,-0.8
51,21/03/21,16:10:16,-0.8
52,21/03/21,16:14:51,-0.8
53,21/03/21,16:19:33,-0.8
54,21/03/21,16:26:22,-0.8
55,21/03/21,16:29:57,-0.8
56,21/03/21,16:34:19,-0.8
57,21/03/21,16:39:59,-0.8
58,21/03/21,16:44:51,-0.8
59,21/03/21,16:46:33,-0.622
60,21/03/21,17:35:31,-0.543
61,21/03/21,17:42:03,-0.582
62,21/03/21,17:49:56,-0.8
63,21/03/21,17:51:01,-0.8
64,21/03/21,17:52:20,-0.61
65,21/03/21,17:53:11,-0.623
66,21/03/21,17:57:03,-0.8
67,21/03/21,18:04:10,-0.609
68,21/03/21,18:09:13,-0.594
69,21/03/21,18:15:06,-0.592
70,21/03/21,18:19:20,-0.8
71,21/03/21,18:23:11,-0.595
72,21/03/21,18:27:26,-0.604
73,21/03/21,18:36:46,-0.582
74,21/03/21,18:46:55,-0.608
75,21/03/21,18:50:30,-0.611
76,21/03/21,18:54:25,-0.8
77,21/03/21,18:57:49,-0.8
78,21/03/21,19:01:47,-0.8
79,21/03/21,19:03:31,-0.8
80,21/03/21,19:04:37,-0.8
81,21/03/21,19:08:35,-0.8
82,21/03/21,19:13:01,-0.8
83,21/03/21,19:49:27,-0.8
84,21/03/21,20:04:11,-0.591
85,21/03/21,20:16:56,-0.609
86,21/03/21,20:20:35,-0.599
87,21/03/21,20:22:55,-0.601
88,21/03/21,20:30:08,-0.616
89,21/03/21,20:38:43,-0.607
90,21/03/21,20:42:23,-0.615
91,21/03/21,20:43:45,-0.609
92,21/03/21,20:49:21,-0.8
93,21/03/21,20:54:38,-0.616
94,21/03/21,20:57:54,-0.8
95,21/03/21,21:01:35,-0.584
96,21/03/21,21:02:44,-0.618
97,21/03/21,21:03:49,-0.613
98,21/03/21,21:05:02,-0.59
99,21/03/21,21:09:05,-0.609
100,21/03/21,21:13:54,-0.594
101,21/03/21,21:18:21,-0.599
102,21/03/21,21:22:39,-0.607
103,21/03/21,21:25:48,-0.613
104,21/03/21,21:30:09,-0.594
105,21/03/21,21:34:58,-0.611
106,21/03/21,21:40:27,-0.623
107,21/03/21,21:44:49,-0.591
108,21/03/21,21:45:38,-0.606
109,21/03/21,21:53:02,-0.607
110,21/03/21,22:00:11,-0.579
111,21/03/21,22:03:06,-0.581
112,21/03/21,22:05:30,-0.596
