,Date,Time,Unmount
0,05/08/21,16:40:32,-0.896
1,05/08/21,16:44:07,-0.929
2,05/08/21,16:48:16,-0.9
3,05/08/21,16:51:09,-0.894
4,05/08/21,16:53:48,-0.869
5,05/08/21,16:57:07,-0.864
6,05/08/21,17:00:57,-0.839
7,05/08/21,17:03:11,-0.865
8,05/08/21,17:05:33,-0.855
9,05/08/21,17:07:37,-0.852
10,05/08/21,17:10:30,-0.875
11,05/08/21,17:13:09,-0.868
12,05/08/21,17:15:47,-0.858
13,05/08/21,17:18:14,-0.851
14,05/08/21,17:21:06,-0.836
15,05/08/21,17:23:47,-0.827
16,05/08/21,17:26:08,-0.825
17,05/08/21,17:26:59,-0.842
18,05/08/21,17:30:18,-0.843
19,05/08/21,17:32:38,-0.837
20,05/08/21,17:33:32,-0.844
21,05/08/21,17:54:31,-0.801
22,05/08/21,17:58:10,-0.82
23,05/08/21,18:01:06,-0.819
24,05/08/21,18:04:01,-0.821
25,05/08/21,18:21:50,-0.779
26,05/08/21,18:24:20,-0.801
27,05/08/21,18:26:52,-0.812
28,05/08/21,18:29:01,-0.817
29,05/08/21,18:32:24,-0.822
30,05/08/21,18:34:27,-0.809
31,05/08/21,18:37:56,-0.789
32,05/08/21,18:56:07,-0.81
33,05/08/21,19:03:17,-0.777
34,05/08/21,19:13:33,-0.749
35,05/08/21,19:22:36,-0.788
36,05/08/21,19:37:04,-0.781
37,05/08/21,19:53:07,-0.762
38,05/08/21,20:03:05,-0.767
39,05/08/21,20:13:14,-0.765
40,05/08/21,20:20:10,-0.745
41,05/08/21,20:29:40,-0.766
42,05/08/21,20:35:55,-0.759
43,05/08/21,20:42:39,-0.755
44,05/08/21,20:53:26,-0.781
45,05/08/21,21:21:13,-0.767
46,05/08/21,21:22:59,-0.799
47,05/08/21,21:27:00,-0.769
48,05/08/21,21:31:22,-0.765
49,05/08/21,22:43:50,-0.74
50,05/08/21,23:11:09,-0.751
51,05/08/21,23:13:23,-0.748
52,05/08/21,23:19:20,-0.747
53,05/08/21,23:24:32,-0.769
54,05/08/21,23:30:00,-0.766
55,05/08/21,23:37:55,-0.775
56,05/08/21,23:44:33,-0.785
57,05/08/21,23:51:30,-0.745
58,05/08/21,23:59:26,-0.748
