,Date,Time,Unmount
0,04/06/21,10:44:53,-0.89
1,04/06/21,10:52:33,-0.884
2,04/06/21,11:00:28,-0.843
3,04/06/21,11:05:21,-0.832
4,04/06/21,11:10:59,-0.845
5,04/06/21,12:02:01,-0.817
6,04/06/21,12:05:26,-0.798
7,04/06/21,12:09:14,-0.798
8,04/06/21,12:21:16,-0.794
9,04/06/21,12:24:34,-0.794
10,04/06/21,12:27:49,-0.784
11,04/06/21,12:30:42,-0.811
12,04/06/21,12:40:05,-0.778
13,04/06/21,12:43:03,-0.781
14,04/06/21,12:45:02,-0.784
15,04/06/21,12:46:11,-0.778
16,04/06/21,12:49:21,-0.777
17,04/06/21,12:53:10,-0.779
18,04/06/21,13:00:43,-0.79
19,04/06/21,13:23:48,-0.75
20,04/06/21,13:32:01,-0.76
21,04/06/21,13:35:34,-0.78
22,04/06/21,13:45:49,-0.76
23,04/06/21,13:49:29,-0.754
24,04/06/21,13:51:39,-0.771
25,04/06/21,13:57:39,-0.735
26,04/06/21,14:04:51,-0.771
27,04/06/21,14:12:00,-0.785
28,04/06/21,14:19:12,-0.736
29,04/06/21,14:42:44,-0.776
30,04/06/21,15:01:43,-0.743
31,04/06/21,15:17:29,-0.746
32,04/06/21,15:28:49,-0.736
33,04/06/21,15:41:41,-0.754
34,04/06/21,15:52:00,-0.744
35,04/06/21,16:04:59,-0.762
36,04/06/21,16:17:59,-0.771
37,04/06/21,16:27:15,-0.747
38,04/06/21,16:38:49,-0.746
39,04/06/21,16:45:48,-0.751
40,04/06/21,16:54:54,-0.726
41,04/06/21,17:04:33,-0.727
42,04/06/21,17:13:39,-0.737
43,04/06/21,17:22:03,-0.729
44,04/06/21,17:32:42,-0.704
45,04/06/21,17:39:48,-0.719
46,04/06/21,17:47:48,-0.743
47,04/06/21,17:56:00,-0.741
48,04/06/21,18:03:59,-0.717
49,04/06/21,18:12:46,-0.719
50,04/06/21,18:24:05,-0.751
51,04/06/21,18:32:09,-0.723
52,04/06/21,18:40:59,-0.745
53,04/06/21,18:50:37,-0.727
54,04/06/21,18:55:35,-0.746
55,04/06/21,19:02:46,-0.746
56,04/06/21,19:10:49,-0.736
57,04/06/21,20:37:47,-0.716
