,Date,Time,Unmount
0,30/07/21,00:01:38,-0.764
1,30/07/21,00:05:36,-0.786
2,30/07/21,00:09:40,-0.779
3,30/07/21,00:13:41,-0.769
4,30/07/21,00:21:07,-0.81
5,30/07/21,00:23:40,-0.824
6,30/07/21,00:26:55,-0.84
7,30/07/21,00:29:52,-0.864
8,30/07/21,00:34:26,-0.824
9,30/07/21,00:37:09,-0.805
10,30/07/21,00:43:18,-0.8
11,30/07/21,00:45:58,-0.814
12,30/07/21,00:51:17,-0.814
13,30/07/21,00:55:11,-0.818
14,30/07/21,00:58:34,-0.841
15,30/07/21,01:02:09,-0.843
16,30/07/21,01:08:31,-0.826
17,30/07/21,01:20:07,-0.818
18,30/07/21,01:25:17,-0.805
19,30/07/21,01:35:22,-0.836
20,30/07/21,01:41:10,-0.826
21,30/07/21,01:43:50,-0.818
22,30/07/21,01:44:52,-0.836
23,30/07/21,01:57:15,-0.832
24,30/07/21,02:02:50,-0.811
25,30/07/21,02:22:41,-0.843
26,30/07/21,02:27:29,-0.826
27,30/07/21,02:31:36,-0.792
28,30/07/21,08:54:04,-0.888
29,30/07/21,08:56:53,-0.89
30,30/07/21,09:03:05,-0.93
31,30/07/21,09:17:41,-0.848
32,30/07/21,09:22:58,-0.863
33,30/07/21,09:29:39,-0.875
34,30/07/21,09:36:03,-0.875
35,30/07/21,09:40:20,-0.858
36,30/07/21,09:44:46,-0.843
37,30/07/21,09:53:10,-0.813
38,30/07/21,09:55:58,-0.819
39,30/07/21,10:02:37,-0.858
40,30/07/21,10:07:42,-0.844
41,30/07/21,10:11:32,-0.835
42,30/07/21,10:16:06,-0.819
43,30/07/21,10:19:14,-0.845
44,30/07/21,10:24:10,-0.81
45,30/07/21,10:27:35,-0.801
46,30/07/21,10:31:12,-0.819
47,30/07/21,10:34:17,-0.812
48,30/07/21,10:39:17,-0.809
49,30/07/21,10:40:35,-0.823
50,30/07/21,10:44:35,-0.804
51,30/07/21,10:46:44,-0.793
52,30/07/21,10:50:23,-0.786
53,30/07/21,10:53:47,-0.754
54,30/07/21,10:58:00,-0.757
55,30/07/21,11:02:09,-0.801
56,30/07/21,11:05:18,-0.776
57,30/07/21,11:10:14,-0.775
58,30/07/21,11:14:13,-0.777
59,30/07/21,11:17:30,-0.76
60,30/07/21,11:23:47,-0.753
61,30/07/21,11:27:19,-0.76
62,30/07/21,11:32:22,-0.767
63,30/07/21,11:38:03,-0.776
64,30/07/21,11:42:24,-0.774
65,30/07/21,11:46:34,-0.751
66,30/07/21,11:50:34,-0.756
67,30/07/21,11:55:04,-0.731
68,30/07/21,11:59:40,-0.746
69,30/07/21,12:04:03,-0.735
70,30/07/21,12:08:04,-0.767
71,30/07/21,12:10:51,-0.766
72,30/07/21,12:14:38,-0.779
73,30/07/21,12:17:44,-0.737
74,30/07/21,12:22:09,-0.739
75,30/07/21,12:28:09,-0.759
76,30/07/21,12:37:30,-0.72
77,30/07/21,12:41:39,-0.752
78,30/07/21,12:46:28,-0.737
79,30/07/21,12:52:47,-0.744
80,30/07/21,12:56:04,-0.747
81,30/07/21,12:59:25,-0.747
82,30/07/21,13:00:40,-0.77
83,30/07/21,13:04:47,-0.741
84,30/07/21,13:12:59,-0.745
85,30/07/21,13:22:36,-0.736
86,30/07/21,13:27:36,-0.715
87,30/07/21,13:35:25,-0.731
88,30/07/21,13:40:11,-0.739
89,30/07/21,13:45:39,-0.753
90,30/07/21,13:49:34,-0.751
91,30/07/21,13:54:34,-0.748
92,30/07/21,13:59:00,-0.723
93,30/07/21,14:03:42,-0.744
94,30/07/21,14:06:36,-0.737
95,30/07/21,14:10:49,-0.739
96,30/07/21,14:15:38,-0.744
97,30/07/21,14:21:55,-0.719
98,30/07/21,14:27:44,-0.684
99,30/07/21,14:32:21,-0.715
100,30/07/21,14:36:37,-0.708
101,30/07/21,14:42:24,-0.695
102,30/07/21,14:45:29,-0.714
103,30/07/21,14:49:26,-0.741
104,30/07/21,14:54:36,-0.739
105,30/07/21,14:59:19,-0.727
106,30/07/21,16:17:39,-0.857
107,30/07/21,16:18:29,-0.894
108,30/07/21,16:29:46,-0.873
109,30/07/21,16:33:45,-0.827
110,30/07/21,16:37:42,-0.832
111,30/07/21,16:41:38,-0.834
112,30/07/21,16:55:57,-0.845
113,30/07/21,16:59:57,-0.83
114,30/07/21,17:03:56,-0.842
115,30/07/21,17:07:57,-0.828
116,30/07/21,17:12:01,-0.798
117,30/07/21,17:15:58,-0.841
118,30/07/21,17:19:56,-0.848
119,30/07/21,17:23:55,-0.85
120,30/07/21,17:27:58,-0.829
121,30/07/21,17:31:55,-0.817
122,30/07/21,17:36:00,-0.809
123,30/07/21,17:37:43,-0.82
124,30/07/21,17:41:47,-0.804
125,30/07/21,17:45:46,-0.82
126,30/07/21,17:49:47,-0.812
127,30/07/21,17:53:48,-0.824
128,30/07/21,17:57:47,-0.793
129,30/07/21,18:01:47,-0.802
130,30/07/21,18:05:47,-0.796
131,30/07/21,18:09:50,-0.806
132,30/07/21,18:13:48,-0.789
133,30/07/21,18:17:49,-0.805
134,30/07/21,18:21:52,-0.82
135,30/07/21,18:25:50,-0.803
136,30/07/21,18:29:55,-0.806
137,30/07/21,18:33:55,-0.796
138,30/07/21,18:37:55,-0.791
139,30/07/21,18:41:55,-0.79
140,30/07/21,18:45:59,-0.729
141,30/07/21,18:50:01,-0.802
142,30/07/21,18:54:00,-0.802
143,30/07/21,18:57:59,-0.785
144,30/07/21,19:02:02,-0.763
145,30/07/21,19:06:09,-0.782
146,30/07/21,19:10:13,-0.754
147,30/07/21,19:14:18,-0.77
148,30/07/21,19:18:17,-0.753
149,30/07/21,19:22:18,-0.79
150,30/07/21,19:50:37,-0.75
151,30/07/21,19:54:59,-0.763
152,30/07/21,19:59:00,-0.751
153,30/07/21,20:03:06,-0.77
154,30/07/21,20:07:09,-0.763
155,30/07/21,20:11:12,-0.751
156,30/07/21,20:15:38,-0.768
157,30/07/21,20:19:39,-0.7
158,30/07/21,20:23:39,-0.733
159,30/07/21,20:27:39,-0.716
160,30/07/21,20:31:43,-0.745
161,30/07/21,20:35:45,-0.749
162,30/07/21,20:39:46,-0.754
163,30/07/21,20:43:45,-0.766
164,30/07/21,20:47:48,-0.757
165,30/07/21,20:51:54,-0.751
166,30/07/21,20:55:57,-0.716
167,30/07/21,20:59:53,-0.747
168,30/07/21,21:03:53,-0.755
169,30/07/21,21:07:58,-0.775
170,30/07/21,21:11:49,-0.74
171,30/07/21,21:15:49,-0.768
172,30/07/21,21:19:47,-0.723
173,30/07/21,21:23:45,-0.7
174,30/07/21,21:27:43,-0.723
175,30/07/21,21:31:37,-0.746
176,30/07/21,21:35:34,-0.726
177,30/07/21,21:39:34,-0.727
178,30/07/21,21:43:33,-0.737
179,30/07/21,21:47:29,-0.719
180,30/07/21,21:51:24,-0.761
181,30/07/21,21:55:24,-0.75
182,30/07/21,21:59:23,-0.728
183,30/07/21,22:03:21,-0.753
184,30/07/21,22:07:21,-0.769
185,30/07/21,22:11:17,-0.773
186,30/07/21,22:15:15,-0.737
187,30/07/21,22:19:09,-0.734
188,30/07/21,22:24:33,-0.735
189,30/07/21,22:28:37,-0.75
190,30/07/21,22:32:36,-0.724
191,30/07/21,22:36:33,-0.75
192,30/07/21,22:40:33,-0.753
193,30/07/21,22:44:30,-0.743
194,30/07/21,22:48:26,-0.763
195,30/07/21,22:52:49,-0.719
196,30/07/21,22:56:50,-0.731
197,30/07/21,23:00:45,-0.719
198,30/07/21,23:04:45,-0.717
199,30/07/21,23:08:43,-0.745
200,30/07/21,23:12:42,-0.737
201,30/07/21,23:16:43,-0.74
202,30/07/21,23:20:38,-0.729
203,30/07/21,23:24:34,-0.706
204,30/07/21,23:28:32,-0.727
205,30/07/21,23:32:28,-0.706
206,30/07/21,23:36:28,-0.721
207,30/07/21,23:40:26,-0.737
208,30/07/21,23:44:30,-0.763
209,30/07/21,23:48:33,-0.742
210,30/07/21,23:52:32,-0.74
211,30/07/21,23:56:36,-0.721
