,Date,Time,Load
0,21/03/21,09:29:32,-0.8
1,21/03/21,09:36:56,-1.021
2,21/03/21,09:44:01,-0.8
3,21/03/21,09:53:37,-0.8
4,21/03/21,10:03:05,-0.89
5,21/03/21,10:10:03,-0.8
6,21/03/21,10:11:02,-0.8
7,21/03/21,10:20:24,-0.812
8,21/03/21,10:24:16,-0.758
9,21/03/21,10:36:10,-0.704
10,21/03/21,10:45:40,-0.917
11,21/03/21,10:48:47,-0.95
12,21/03/21,10:51:06,-1.13
13,21/03/21,10:58:30,-0.79
14,21/03/21,11:01:24,-0.876
15,21/03/21,11:16:20,-0.905
16,21/03/21,11:20:12,-0.905
17,21/03/21,11:22:56,-0.746
18,21/03/21,11:30:57,-0.817
19,21/03/21,11:35:15,-0.92
20,21/03/21,11:43:35,-0.839
21,21/03/21,11:46:49,-0.759
22,21/03/21,11:48:55,-0.822
23,21/03/21,11:59:27,-0.95
24,21/03/21,12:02:10,-0.907
25,21/03/21,12:06:38,-0.808
26,21/03/21,12:10:06,-0.8
27,21/03/21,12:13:11,-0.631
28,21/03/21,12:30:17,-0.498
29,21/03/21,12:48:02,-0.897
30,21/03/21,12:53:45,-0.391
31,21/03/21,13:09:36,-0.368
32,21/03/21,13:26:12,-0.605
33,21/03/21,13:35:34,-0.765
34,21/03/21,13:39:46,-0.611
35,21/03/21,13:44:17,-0.462
36,21/03/21,14:06:57,-0.8
37,21/03/21,14:11:13,-0.441
38,21/03/21,14:15:25,-0.06
39,21/03/21,14:18:48,-0.265
40,21/03/21,14:35:55,-0.506
41,21/03/21,14:39:48,-0.405
42,21/03/21,14:56:06,-0.195
43,21/03/21,15:00:59,-0.8
44,21/03/21,15:04:51,-0.8
45,21/03/21,15:08:11,-0.8
46,21/03/21,15:12:13,-0.701
47,21/03/21,15:30:58,-0.8
48,21/03/21,15:34:30,-0.081
49,21/03/21,15:47:12,-1.279
50,21/03/21,15:53:58,-0.8
51,21/03/21,16:05:51,-0.8
52,21/03/21,16:10:30,-0.959
53,21/03/21,16:15:05,-0.862
54,21/03/21,16:19:46,-0.8
55,21/03/21,16:26:36,-0.932
56,21/03/21,16:30:11,-1.089
57,21/03/21,16:34:33,-1.11
58,21/03/21,16:40:13,-0.863
59,21/03/21,16:45:05,-0.995
60,21/03/21,16:46:47,-1.052
61,21/03/21,17:38:58,-0.965
62,21/03/21,17:42:19,-0.766
63,21/03/21,17:50:11,-0.835
64,21/03/21,17:51:16,-1.11
65,21/03/21,17:52:35,-1.058
66,21/03/21,17:53:26,-0.994
67,21/03/21,17:57:18,-0.991
68,21/03/21,18:04:48,-0.676
69,21/03/21,18:09:29,-0.775
70,21/03/21,18:15:22,-0.828
71,21/03/21,18:19:36,-0.691
72,21/03/21,18:23:26,-0.829
73,21/03/21,18:28:02,-0.571
74,21/03/21,18:37:00,-0.767
75,21/03/21,18:47:10,-0.505
76,21/03/21,18:50:45,-0.8
77,21/03/21,18:54:41,-0.8
78,21/03/21,18:58:05,-0.192
79,21/03/21,19:02:02,-0.542
80,21/03/21,19:03:46,-0.8
81,21/03/21,19:04:53,-0.8
82,21/03/21,19:09:12,-0.8
83,21/03/21,19:13:16,-0.74
84,21/03/21,19:50:18,-1.44
85,21/03/21,20:04:48,-1.403
86,21/03/21,20:17:11,-1.054
87,21/03/21,20:20:50,-0.948
88,21/03/21,20:23:11,-0.944
89,21/03/21,20:30:24,-0.797
90,21/03/21,20:38:58,-0.88
91,21/03/21,20:42:59,-0.8
92,21/03/21,20:44:01,-0.934
93,21/03/21,20:50:05,-0.8
94,21/03/21,20:54:53,-1.364
95,21/03/21,20:58:09,-0.863
96,21/03/21,21:01:51,-0.865
97,21/03/21,21:03:00,-0.947
98,21/03/21,21:04:05,-1.101
99,21/03/21,21:05:18,-1.124
100,21/03/21,21:09:21,-0.828
101,21/03/21,21:14:09,-1.14
102,21/03/21,21:18:36,-1.068
103,21/03/21,21:22:54,-0.773
104,21/03/21,21:26:03,-0.87
105,21/03/21,21:30:24,-1.019
106,21/03/21,21:35:35,-1.052
107,21/03/21,21:40:42,-0.879
108,21/03/21,21:45:05,-0.907
109,21/03/21,21:45:54,-0.844
110,21/03/21,21:53:39,-0.843
111,21/03/21,22:00:49,-1.011
112,21/03/21,22:03:21,-0.949
