,Date,Time,Load
0,10/07/21,12:07:59,-0.992
1,10/07/21,12:11:00,-0.778
2,10/07/21,12:14:23,-0.893
3,10/07/21,13:04:10,-1.427
4,10/07/21,13:11:27,-1.029
5,10/07/21,13:17:44,-0.975
6,10/07/21,13:24:16,-1.215
7,10/07/21,13:29:30,-1.048
8,10/07/21,13:35:10,-1.029
9,10/07/21,13:39:54,-1.335
10,10/07/21,13:43:30,-0.881
11,10/07/21,13:47:03,-0.967
12,10/07/21,13:54:28,-0.946
13,10/07/21,14:07:55,-0.99
14,10/07/21,14:11:58,-1.039
15,10/07/21,14:16:23,-0.873
16,10/07/21,14:20:16,-0.984
17,10/07/21,14:25:46,-0.895
18,10/07/21,14:27:49,-0.882
19,10/07/21,14:29:42,-0.896
20,10/07/21,14:38:43,-1.043
21,10/07/21,14:40:32,-0.928
22,10/07/21,14:46:18,-0.989
23,10/07/21,14:51:32,-0.921
24,10/07/21,14:56:20,-0.944
25,10/07/21,15:01:10,-0.985
26,10/07/21,15:03:47,-1.088
27,10/07/21,15:19:40,-1.509
28,10/07/21,15:24:17,-1.273
29,10/07/21,15:29:46,-1.033
30,10/07/21,15:34:44,-1.353
31,10/07/21,15:39:25,-1.132
32,10/07/21,15:41:37,-0.888
33,10/07/21,15:46:29,-1.015
34,10/07/21,15:51:46,-1.135
35,10/07/21,15:56:33,-0.856
36,10/07/21,16:01:55,-0.918
37,10/07/21,16:07:04,-0.765
38,10/07/21,16:12:36,-0.898
39,10/07/21,16:17:16,-0.717
40,10/07/21,16:38:48,-0.686
41,10/07/21,16:43:39,-0.671
42,10/07/21,16:48:34,-0.698
43,10/07/21,16:53:39,-0.374
44,10/07/21,16:58:03,-0.638
45,10/07/21,17:02:22,-0.695
46,10/07/21,17:07:47,-0.874
47,10/07/21,17:13:54,-0.602
48,10/07/21,17:19:41,-0.554
49,10/07/21,17:25:06,-0.439
50,10/07/21,17:30:34,-0.316
