,Date,Time,Unmount
0,28/06/21,15:08:28,-0.877
1,28/06/21,15:15:24,-0.866
2,28/06/21,15:21:53,-0.852
3,28/06/21,15:28:46,-0.841
4,28/06/21,15:34:50,-0.855
5,28/06/21,15:41:08,-0.834
6,28/06/21,15:47:11,-0.818
7,28/06/21,15:52:30,-0.823
8,28/06/21,15:59:51,-0.804
9,28/06/21,16:20:03,-0.788
10,28/06/21,16:30:51,-0.785
11,28/06/21,16:40:25,-0.784
12,28/06/21,16:49:38,-0.79
13,28/06/21,17:20:08,-0.781
14,28/06/21,17:34:03,-0.8
15,28/06/21,17:46:02,-0.759
16,28/06/21,18:19:26,-0.771
17,28/06/21,18:29:25,-0.758
18,28/06/21,18:38:50,-0.755
