,Date,Time,Unmount
0,03/03/21,12:52:18,-0.813
1,03/03/21,12:54:20,-0.8
2,03/03/21,12:56:05,-0.854
3,03/03/21,12:57:50,-0.842
4,03/03/21,12:59:36,-0.809
5,03/03/21,13:01:22,-0.824
6,03/03/21,13:03:09,-0.83
7,03/03/21,13:04:54,-0.807
8,03/03/21,13:06:39,-0.823
9,03/03/21,13:08:25,-0.811
10,03/03/21,13:10:12,-0.812
11,03/03/21,13:11:58,-0.819
12,03/03/21,13:13:45,-0.8
13,03/03/21,13:15:29,-0.827
14,03/03/21,13:17:40,-0.826
15,03/03/21,13:19:26,-0.773
16,03/03/21,13:22:03,-0.82
17,03/03/21,13:24:03,-0.771
18,03/03/21,13:26:03,-0.808
19,03/03/21,13:28:04,-0.753
20,03/03/21,13:55:10,-0.739
21,03/03/21,13:57:11,-0.731
22,03/03/21,13:59:11,-0.759
23,03/03/21,14:01:13,-0.758
24,03/03/21,14:23:56,-0.724
25,03/03/21,14:26:59,-0.8
26,03/03/21,14:28:58,-0.8
27,03/03/21,14:32:27,-0.8
28,03/03/21,14:34:29,-0.8
29,03/03/21,14:37:12,-0.8
30,03/03/21,14:39:16,-0.8
31,03/03/21,14:41:17,-0.8
32,03/03/21,14:46:59,-0.8
33,03/03/21,15:18:23,-0.8
34,03/03/21,15:40:58,-0.8
35,03/03/21,15:42:44,-0.8
36,03/03/21,15:44:27,-0.8
37,03/03/21,15:46:14,-0.8
38,03/03/21,15:48:26,-0.8
39,03/03/21,15:50:13,-0.8
40,03/03/21,15:51:54,-0.8
41,03/03/21,15:53:38,-0.8
42,03/03/21,15:55:23,-0.8
43,03/03/21,16:02:02,-0.8
44,03/03/21,16:03:46,-0.8
45,03/03/21,16:05:31,-0.8
46,03/03/21,16:07:17,-0.8
47,03/03/21,16:09:05,-0.8
48,03/03/21,16:10:52,-0.8
49,03/03/21,16:12:38,-0.8
50,03/03/21,16:14:24,-0.8
51,03/03/21,16:16:12,-0.8
52,03/03/21,16:17:57,-0.8
53,03/03/21,16:19:43,-0.8
54,03/03/21,16:21:50,-0.8
55,03/03/21,16:23:32,-0.8
56,03/03/21,16:25:18,-0.8
57,03/03/21,16:27:02,-0.8
58,03/03/21,16:28:49,-0.8
59,03/03/21,16:30:36,-0.8
60,03/03/21,16:32:21,-0.8
61,03/03/21,16:34:08,-0.8
62,03/03/21,16:35:54,-0.8
63,03/03/21,16:37:42,-0.8
64,03/03/21,16:42:30,-0.8
65,03/03/21,16:44:16,-0.8
66,03/03/21,16:46:02,-0.8
67,03/03/21,16:47:49,-0.8
68,03/03/21,16:49:35,-0.8
69,03/03/21,16:51:21,-0.8
70,03/03/21,16:53:28,-0.8
71,03/03/21,16:55:14,-0.8
72,03/03/21,16:57:03,-0.8
73,03/03/21,16:58:46,-0.8
74,03/03/21,17:00:32,-0.8
75,03/03/21,17:02:19,-0.8
76,03/03/21,17:15:19,-0.8
77,03/03/21,17:17:06,-0.8
78,03/03/21,17:18:53,-0.8
79,03/03/21,17:20:38,-0.8
