,Date,Time,Load
0,25/03/21,09:05:19,-1.431
1,25/03/21,09:16:35,-0.835
2,25/03/21,09:26:40,-1.416
3,25/03/21,09:27:18,-0.784
4,25/03/21,09:34:32,-0.859
5,25/03/21,09:40:28,-0.747
6,25/03/21,09:46:08,-0.674
7,25/03/21,09:52:52,-0.8
8,25/03/21,09:59:57,-1.531
9,25/03/21,10:00:33,-0.788
10,25/03/21,10:10:49,-1.042
11,25/03/21,10:20:27,-0.776
12,25/03/21,10:31:15,-0.968
13,25/03/21,10:43:34,-0.468
14,25/03/21,10:54:49,-0.71
15,25/03/21,11:03:25,-0.532
16,25/03/21,11:17:48,-0.821
17,25/03/21,11:23:18,-0.799
18,25/03/21,11:30:42,-0.749
19,25/03/21,11:37:27,-0.944
20,25/03/21,11:46:45,-0.937
21,25/03/21,11:49:03,-0.8
22,25/03/21,11:49:58,-1.075
23,25/03/21,11:57:08,-0.814
24,25/03/21,12:11:25,-0.903
25,25/03/21,12:19:47,-0.926
26,25/03/21,12:30:03,-0.928
27,25/03/21,12:39:56,-1.09
28,25/03/21,12:48:20,-1.305
29,25/03/21,12:53:00,-1.298
30,25/03/21,13:02:05,-0.984
31,25/03/21,13:12:30,-0.89
32,25/03/21,13:20:11,-0.791
33,25/03/21,13:32:16,-0.773
34,25/03/21,14:01:41,-0.832
35,25/03/21,14:16:39,-0.659
36,25/03/21,14:22:46,-0.857
37,25/03/21,14:31:10,-0.89
38,25/03/21,14:41:59,-1.128
39,25/03/21,14:46:22,-0.583
40,25/03/21,14:52:34,-1.778
41,25/03/21,14:53:15,-0.705
42,25/03/21,15:00:32,-0.597
43,25/03/21,15:07:44,-0.8
44,25/03/21,15:18:37,-1.212
