,Date,Time,Load
0,27/07/21,08:44:39,-0.918
1,27/07/21,09:18:27,-0.913
2,27/07/21,09:34:42,-0.885
3,27/07/21,09:44:47,-0.822
4,27/07/21,09:48:15,-0.793
5,27/07/21,10:25:39,-0.86
6,27/07/21,10:33:43,-0.777
7,27/07/21,10:40:58,-1.13
8,27/07/21,10:51:43,-0.467
9,27/07/21,11:01:51,-0.356
10,27/07/21,11:07:27,-1.409
11,27/07/21,11:11:07,-0.891
12,27/07/21,11:36:11,-0.992
13,27/07/21,11:39:41,-0.762
14,27/07/21,11:45:15,-1.398
15,27/07/21,11:48:31,-0.915
16,27/07/21,11:50:47,-0.87
17,27/07/21,11:53:22,-0.804
18,27/07/21,11:55:49,-0.61
19,27/07/21,11:57:42,-0.703
20,27/07/21,12:00:12,-0.732
21,27/07/21,12:03:30,-0.936
22,27/07/21,12:05:49,-1.014
23,27/07/21,12:08:01,-1.011
24,27/07/21,12:11:31,-0.8
25,27/07/21,12:20:03,-0.478
26,27/07/21,12:29:30,-0.611
27,27/07/21,12:50:23,-1.111
28,27/07/21,12:58:13,-0.722
29,27/07/21,13:07:55,-1.223
30,27/07/21,13:16:38,-0.73
31,27/07/21,13:17:45,-1.149
32,27/07/21,13:26:13,-0.8
33,27/07/21,13:28:42,-0.439
34,27/07/21,13:51:15,-0.769
35,27/07/21,13:58:37,-1.017
36,27/07/21,14:05:08,-0.835
37,27/07/21,14:15:21,-0.919
38,27/07/21,14:18:13,-1.217
39,27/07/21,14:22:33,-1.073
40,27/07/21,14:40:28,-1.41
41,27/07/21,14:57:26,-1.159
42,27/07/21,15:49:02,-1.348
43,27/07/21,16:15:01,-1.185
44,27/07/21,16:57:08,-1.043
45,27/07/21,17:23:29,-0.762
46,27/07/21,17:43:41,-1.402
47,27/07/21,17:59:10,-1.109
48,27/07/21,18:12:58,-0.839
49,27/07/21,18:36:29,-0.776
50,27/07/21,18:58:17,-0.471
51,27/07/21,19:08:39,-0.903
52,27/07/21,19:10:49,-1.018
53,27/07/21,19:21:37,0.0
54,27/07/21,19:22:38,0.0
55,27/07/21,19:27:12,0.0
56,27/07/21,19:29:23,-0.968
57,27/07/21,19:48:47,0.0
58,27/07/21,19:53:50,-0.8
59,27/07/21,20:18:51,-1.046
60,27/07/21,20:23:56,-0.8
61,27/07/21,20:46:38,-1.014
62,27/07/21,20:56:36,-1.18
63,27/07/21,21:04:28,-0.928
64,27/07/21,21:12:33,-0.851
65,27/07/21,21:24:56,-1.098
66,27/07/21,21:32:16,-1.196
67,27/07/21,21:41:12,-1.044
68,27/07/21,21:51:02,-0.902
69,27/07/21,22:00:18,-1.015
70,27/07/21,22:04:40,-1.049
71,27/07/21,22:08:09,-0.995
72,27/07/21,22:09:31,-0.877
73,27/07/21,22:18:08,-0.886
74,27/07/21,22:31:38,-1.113
75,27/07/21,22:49:19,-1.177
76,27/07/21,22:58:25,-1.463
77,27/07/21,23:02:59,-1.139
78,27/07/21,23:08:59,-1.373
79,27/07/21,23:11:20,-1.132
80,27/07/21,23:15:45,-1.188
81,27/07/21,23:18:15,-1.239
82,27/07/21,23:20:42,-1.205
83,27/07/21,23:23:05,-1.454
84,27/07/21,23:25:39,-0.86
85,27/07/21,23:26:33,-1.35
86,27/07/21,23:29:17,-1.141
87,27/07/21,23:31:33,-1.14
88,27/07/21,23:34:58,-1.077
89,27/07/21,23:37:20,-1.22
90,27/07/21,23:41:23,-1.273
91,27/07/21,23:43:51,-0.859
92,27/07/21,23:46:45,-0.856
93,27/07/21,23:49:13,-1.31
94,27/07/21,23:51:40,-1.006
95,27/07/21,23:56:36,-0.954
96,27/07/21,23:59:04,-0.933
