,Date,Time,Load
0,28/07/21,00:01:19,-0.878
1,28/07/21,00:03:50,-1.176
2,28/07/21,00:06:35,-0.735
3,28/07/21,00:11:02,-0.815
4,28/07/21,00:17:47,-0.996
5,28/07/21,00:21:42,-0.843
6,28/07/21,00:39:44,-0.772
7,28/07/21,00:43:32,-0.735
8,28/07/21,00:46:04,-1.055
9,28/07/21,00:48:41,-0.85
10,28/07/21,00:52:30,-0.982
11,28/07/21,11:36:34,-0.591
12,28/07/21,11:48:26,-0.8
13,28/07/21,12:00:36,-0.362
14,28/07/21,12:04:34,-0.721
15,28/07/21,14:13:51,-0.618
16,28/07/21,14:22:30,-0.625
17,28/07/21,16:00:55,-1.253
18,28/07/21,16:41:52,-0.73
19,28/07/21,16:52:02,-0.935
20,28/07/21,17:02:36,-0.801
21,28/07/21,17:11:46,-1.414
22,28/07/21,17:42:43,-0.967
23,28/07/21,17:48:26,-0.732
24,28/07/21,17:53:41,-0.877
25,28/07/21,18:06:07,-0.918
26,28/07/21,18:12:43,-0.944
27,28/07/21,18:18:25,-0.971
28,28/07/21,18:21:18,-1.016
29,28/07/21,18:32:56,-0.8
30,28/07/21,18:44:51,-0.755
31,28/07/21,18:53:03,-0.813
32,28/07/21,18:56:38,-0.529
33,28/07/21,19:00:16,-1.087
34,28/07/21,19:03:49,-0.978
35,28/07/21,19:07:20,-1.134
36,28/07/21,19:10:55,-0.897
37,28/07/21,19:14:30,-0.8
38,28/07/21,19:22:44,-1.157
39,28/07/21,19:39:51,-0.809
40,28/07/21,19:43:24,-1.15
41,28/07/21,19:46:53,-1.079
42,28/07/21,19:50:24,-1.088
43,28/07/21,19:53:54,-0.954
44,28/07/21,19:57:32,-1.101
45,28/07/21,20:01:05,-1.031
46,28/07/21,20:04:43,-1.124
47,28/07/21,20:08:14,-1.427
48,28/07/21,20:11:52,-0.697
49,28/07/21,20:15:25,-0.852
50,28/07/21,20:18:58,-0.919
51,28/07/21,20:22:32,-1.086
52,28/07/21,20:26:24,-1.498
53,28/07/21,20:26:50,-1.139
54,28/07/21,20:30:23,-0.916
55,28/07/21,20:33:57,-0.8
56,28/07/21,20:37:33,-0.924
57,28/07/21,20:41:06,-1.157
58,28/07/21,20:44:39,-0.803
59,28/07/21,20:48:13,-0.923
60,28/07/21,20:51:43,-1.051
61,28/07/21,20:55:18,-1.128
62,28/07/21,20:58:50,-1.028
63,28/07/21,21:02:21,-0.925
64,28/07/21,21:05:57,-0.856
65,28/07/21,21:09:37,-0.724
66,28/07/21,21:13:16,-1.235
67,28/07/21,21:16:57,-1.212
68,28/07/21,21:20:35,-0.888
69,28/07/21,21:24:14,-0.941
70,28/07/21,21:27:44,-0.762
71,28/07/21,21:31:11,-1.008
72,28/07/21,21:34:46,-0.859
73,28/07/21,21:38:16,-0.846
74,28/07/21,21:41:47,-0.718
75,28/07/21,21:45:23,-0.793
76,28/07/21,21:48:54,-0.79
77,28/07/21,21:52:28,-0.772
78,28/07/21,21:56:04,-1.02
79,28/07/21,21:59:37,-0.824
80,28/07/21,22:03:18,-0.852
81,28/07/21,22:06:49,-0.776
82,28/07/21,22:10:28,-0.843
