,Date,Time,Unmount
0,02/03/21,00:02:41,-0.8
1,02/03/21,00:08:59,-0.8
2,02/03/21,00:28:47,-0.8
3,02/03/21,00:35:34,-0.8
4,02/03/21,00:37:53,-0.8
5,02/03/21,00:42:50,-0.8
6,02/03/21,00:49:33,-0.8
7,02/03/21,00:54:02,-0.8
8,02/03/21,01:05:42,-0.8
9,02/03/21,01:14:37,-0.8
10,02/03/21,01:21:19,-0.8
11,02/03/21,01:23:50,-0.8
12,02/03/21,01:28:54,-0.8
13,02/03/21,01:32:39,-0.8
14,02/03/21,01:35:31,-0.8
15,02/03/21,01:40:48,-0.8
16,02/03/21,01:48:51,-0.8
17,02/03/21,01:54:40,-0.8
18,02/03/21,01:56:22,-0.8
19,02/03/21,01:58:54,-0.8
20,02/03/21,02:04:00,-0.8
21,02/03/21,02:08:52,-0.8
22,02/03/21,02:12:16,-0.8
23,02/03/21,02:19:16,-0.8
24,02/03/21,02:26:00,-0.8
25,02/03/21,02:33:56,-0.8
26,02/03/21,06:07:21,-0.8
27,02/03/21,08:31:02,-0.8
28,02/03/21,15:24:26,-0.759
29,02/03/21,15:25:26,-0.769
30,02/03/21,17:31:10,-0.8
