,Date,Time,Load
0,11/03/21,09:22:14,-0.8
1,11/03/21,09:25:38,-0.8
2,11/03/21,09:30:06,-0.8
3,11/03/21,09:32:41,-0.8
4,11/03/21,09:35:39,-1.127
5,11/03/21,09:38:11,-0.8
6,11/03/21,09:38:45,-0.8
7,11/03/21,10:29:29,-0.8
8,11/03/21,10:32:33,-0.8
9,11/03/21,10:35:39,-0.8
10,11/03/21,10:37:35,-0.8
11,11/03/21,10:39:58,-0.891
12,11/03/21,10:42:38,-0.8
13,11/03/21,10:45:40,-0.8
14,11/03/21,10:49:20,-0.8
15,11/03/21,10:51:34,-0.843
16,11/03/21,10:55:00,-0.8
17,11/03/21,10:56:48,-1.022
18,11/03/21,11:08:05,-0.8
19,11/03/21,11:12:22,-0.8
20,11/03/21,11:14:41,-0.8
21,11/03/21,11:19:24,-0.8
22,11/03/21,11:39:06,-0.8
23,11/03/21,13:09:21,-0.8
24,11/03/21,14:06:55,-0.8
25,11/03/21,14:23:05,-0.8
26,11/03/21,14:30:15,-0.8
27,11/03/21,14:33:42,-0.874
28,11/03/21,14:37:35,-0.8
29,11/03/21,14:39:37,-0.8
30,11/03/21,14:42:46,-0.8
31,11/03/21,16:59:42,-0.8
32,11/03/21,17:08:18,-0.8
33,11/03/21,17:10:14,-0.8
