,Date,Time,Unmount
0,04/03/21,08:39:48,-0.838
1,04/03/21,08:42:03,-0.858
2,04/03/21,08:56:41,-0.83
3,04/03/21,09:02:37,-0.828
4,04/03/21,09:06:53,-0.823
5,04/03/21,09:14:34,-0.796
6,04/03/21,09:22:41,-0.794
7,04/03/21,10:08:26,-0.8
8,04/03/21,10:16:01,-0.78
9,04/03/21,10:17:17,-0.8
10,04/03/21,10:18:03,-0.782
11,04/03/21,10:18:42,-0.8
12,04/03/21,10:48:44,-0.8
13,04/03/21,10:51:00,-0.8
14,04/03/21,10:55:16,-0.755
15,04/03/21,11:03:40,-0.8
16,04/03/21,11:05:13,-0.8
17,04/03/21,11:21:46,-0.8
18,04/03/21,11:23:52,-0.8
19,04/03/21,11:24:48,-0.8
20,04/03/21,11:26:23,-0.8
21,04/03/21,11:28:02,-0.8
22,04/03/21,11:32:18,-0.8
23,04/03/21,11:36:20,-0.8
24,04/03/21,11:43:28,-0.8
25,04/03/21,11:46:17,-0.8
26,04/03/21,12:17:48,-0.8
27,04/03/21,12:34:49,-0.8
28,04/03/21,13:17:47,-0.8
29,04/03/21,13:40:01,-0.8
30,04/03/21,14:04:01,-0.8
31,04/03/21,14:19:42,-0.8
32,04/03/21,14:22:09,-0.8
33,04/03/21,14:42:35,-0.8
34,04/03/21,14:47:48,-0.8
35,04/03/21,14:51:04,-0.8
36,04/03/21,14:52:55,-0.8
37,04/03/21,14:53:59,-0.8
38,04/03/21,14:57:21,-0.8
39,04/03/21,15:01:15,-0.8
40,04/03/21,15:04:38,-0.8
41,04/03/21,15:11:14,-0.8
42,04/03/21,15:14:37,-0.8
43,04/03/21,16:31:54,-0.8
44,04/03/21,16:35:30,-0.8
45,04/03/21,16:39:55,-0.8
46,04/03/21,16:45:11,-0.8
47,04/03/21,16:48:47,-0.8
48,04/03/21,16:52:28,-0.8
49,04/03/21,16:56:05,-0.8
50,04/03/21,16:59:38,-0.8
51,04/03/21,17:03:18,-0.8
52,04/03/21,17:06:56,-0.8
53,04/03/21,17:11:44,-0.8
54,04/03/21,17:15:27,-0.8
55,04/03/21,17:19:08,-0.8
56,04/03/21,17:22:45,-0.8
57,04/03/21,17:26:22,-0.8
58,04/03/21,17:30:02,-0.8
59,04/03/21,17:33:40,-0.8
60,04/03/21,17:37:18,-0.8
61,04/03/21,17:40:55,-0.8
62,04/03/21,17:44:33,-0.8
63,04/03/21,17:48:09,-0.8
64,04/03/21,17:51:44,-0.8
65,04/03/21,17:57:56,-0.8
66,04/03/21,18:04:23,-0.8
67,04/03/21,18:11:45,-0.8
68,04/03/21,18:15:22,-0.8
69,04/03/21,18:19:01,-0.8
70,04/03/21,18:22:39,-0.8
71,04/03/21,18:26:17,-0.8
72,04/03/21,18:29:54,-0.8
73,04/03/21,18:33:28,-0.8
74,04/03/21,18:45:07,-0.734
75,04/03/21,18:49:14,-0.8
76,04/03/21,18:59:34,-0.8
77,04/03/21,19:11:31,-0.8
78,04/03/21,19:18:41,-0.8
79,04/03/21,19:24:56,-0.8
80,04/03/21,20:02:38,-0.8
81,04/03/21,20:04:46,-0.8
82,04/03/21,20:07:09,-0.8
83,04/03/21,20:11:21,-0.723
84,04/03/21,20:13:59,-0.8
85,04/03/21,20:20:02,-0.8
86,04/03/21,20:23:11,-0.8
87,04/03/21,20:29:14,-0.8
88,04/03/21,20:34:34,-0.8
89,04/03/21,20:37:33,-0.8
90,04/03/21,20:39:55,-0.8
91,04/03/21,20:44:29,-0.8
92,04/03/21,20:50:52,-0.8
93,04/03/21,20:55:36,-0.8
94,04/03/21,20:58:58,-0.8
95,04/03/21,21:02:26,-0.8
96,04/03/21,21:04:59,-0.8
97,04/03/21,21:08:41,-0.8
98,04/03/21,21:12:31,-0.8
99,04/03/21,21:15:20,-0.8
100,04/03/21,21:17:59,-0.8
101,04/03/21,21:22:09,-0.8
102,04/03/21,21:25:33,-0.8
103,04/03/21,21:29:24,-0.8
104,04/03/21,21:32:12,-0.8
105,04/03/21,21:38:37,-0.8
106,04/03/21,21:42:46,-0.8
107,04/03/21,21:46:33,-0.8
108,04/03/21,21:50:15,-0.8
109,04/03/21,21:53:15,-0.8
110,04/03/21,21:56:43,-0.8
111,04/03/21,22:00:01,-0.8
112,04/03/21,22:02:42,-0.8
113,04/03/21,22:05:41,-0.8
114,04/03/21,22:08:08,-0.8
115,04/03/21,22:11:29,-0.8
116,04/03/21,22:28:22,-0.8
