,Date,Time,Unmount
0,18/07/21,11:18:45,-0.915
1,18/07/21,11:29:08,-0.873
2,18/07/21,11:40:16,-0.886
3,18/07/21,11:47:36,-0.887
4,18/07/21,11:54:23,-0.84
5,18/07/21,11:57:36,-0.853
6,18/07/21,12:04:54,-0.823
7,18/07/21,12:13:29,-0.863
8,18/07/21,12:17:22,-0.847
9,18/07/21,12:30:24,-0.81
10,18/07/21,12:34:04,-0.83
11,18/07/21,12:56:44,-0.751
12,18/07/21,13:00:33,-0.809
13,18/07/21,13:04:09,-0.83
14,18/07/21,13:09:32,-0.815
15,18/07/21,13:22:31,-0.805
16,18/07/21,13:36:32,-0.812
17,18/07/21,13:41:27,-0.819
18,18/07/21,13:49:36,-0.793
19,18/07/21,14:04:33,-0.808
20,18/07/21,14:08:15,-0.828
21,18/07/21,14:18:22,-0.778
22,18/07/21,14:25:30,-0.812
23,18/07/21,14:35:50,-0.814
24,18/07/21,14:38:34,-0.829
25,18/07/21,14:48:44,-0.799
26,18/07/21,14:57:13,-0.828
27,18/07/21,15:06:08,-0.827
28,18/07/21,15:12:41,-0.799
29,18/07/21,15:19:15,-0.826
30,18/07/21,15:25:10,-0.835
31,18/07/21,15:33:09,-0.811
32,18/07/21,15:40:27,-0.812
33,18/07/21,15:51:52,-0.812
34,18/07/21,15:59:04,-0.818
35,18/07/21,16:02:52,-0.809
36,18/07/21,16:11:52,-0.79
37,18/07/21,16:20:16,-0.81
38,18/07/21,16:27:45,-0.783
39,18/07/21,16:30:33,-0.801
40,18/07/21,16:41:12,-0.795
41,18/07/21,16:48:59,-0.789
42,18/07/21,16:56:08,-0.796
43,18/07/21,17:03:09,-0.801
44,18/07/21,17:11:52,-0.816
45,18/07/21,17:19:40,-0.817
46,18/07/21,17:27:19,-0.796
47,18/07/21,17:35:48,-0.806
48,18/07/21,17:45:12,-0.809
49,18/07/21,17:47:54,-0.806
50,18/07/21,17:53:15,-0.79
51,18/07/21,18:02:27,-0.787
52,18/07/21,18:04:57,-0.812
53,18/07/21,18:08:09,-0.796
54,18/07/21,18:19:43,-0.798
55,18/07/21,18:27:40,-0.787
56,18/07/21,18:29:55,-0.805
57,18/07/21,18:36:07,-0.794
58,18/07/21,18:41:57,-0.794
59,18/07/21,18:49:50,-0.759
60,18/07/21,18:56:25,-0.789
61,18/07/21,19:02:34,-0.792
62,18/07/21,19:08:11,-0.779
63,18/07/21,19:13:52,-0.763
64,18/07/21,19:18:08,-0.796
65,18/07/21,19:24:54,-0.795
66,18/07/21,19:30:21,-0.784
67,18/07/21,19:35:33,-0.778
68,18/07/21,19:41:17,-0.779
69,18/07/21,19:48:13,-0.767
70,18/07/21,20:11:08,-0.825
