,Date,Time,Proximity Sensor 1
0,19/06/18,08:54:26,2.1236
1,19/06/18,08:54:36,2.1258
2,19/06/18,08:54:46,2.1236
3,19/06/18,08:54:57,2.1186
4,19/06/18,08:55:06,2.1128
5,19/06/18,08:55:17,2.1071
6,19/06/18,08:55:27,2.1057
7,19/06/18,08:55:37,2.0999
8,19/06/18,08:55:47,2.0956
9,19/06/18,08:55:57,2.0899
10,19/06/18,08:56:07,2.0885
11,19/06/18,08:56:17,2.0885
12,19/06/18,08:56:27,2.0921
13,19/06/18,08:56:37,2.0878
14,19/06/18,08:56:47,2.0863
15,19/06/18,08:56:57,2.087
16,19/06/18,08:57:07,2.0863
17,19/06/18,08:57:17,2.0878
18,19/06/18,08:57:27,2.0878
19,19/06/18,08:57:37,2.087
20,19/06/18,08:57:47,2.0878
21,19/06/18,08:57:57,2.0878
22,19/06/18,08:58:07,2.0878
23,19/06/18,08:58:17,2.0856
24,19/06/18,08:58:28,2.0863
25,19/06/18,08:58:37,2.0863
26,19/06/18,08:58:47,2.0885
27,19/06/18,08:58:58,2.087
28,19/06/18,08:59:07,2.0849
29,19/06/18,08:59:18,2.0849
30,19/06/18,08:59:28,2.0849
31,19/06/18,08:59:38,2.0856
32,19/06/18,08:59:48,2.0856
33,19/06/18,08:59:58,2.0856
34,19/06/18,09:00:07,2.0856
35,19/06/18,09:00:17,2.0863
36,19/06/18,09:00:28,2.0878
37,19/06/18,09:00:37,2.0863
38,19/06/18,09:00:48,2.0835
39,19/06/18,09:00:58,2.0813
40,19/06/18,09:01:08,2.0792
41,19/06/18,09:01:18,2.082
42,19/06/18,09:01:28,2.0827
43,19/06/18,09:01:37,2.0835
44,19/06/18,09:01:47,2.0849
45,19/06/18,09:01:58,2.0849
46,19/06/18,09:02:07,2.0849
47,19/06/18,09:02:18,2.0842
48,19/06/18,09:02:27,2.0842
49,19/06/18,09:02:37,2.0842
50,19/06/18,09:02:47,2.0835
51,19/06/18,09:02:58,2.0849
52,19/06/18,09:03:07,2.0842
53,19/06/18,09:03:17,2.082
54,19/06/18,09:03:28,2.0792
55,19/06/18,09:03:37,2.0792
56,19/06/18,09:03:48,2.0777
57,19/06/18,09:03:58,2.077
58,19/06/18,09:04:08,2.0763
59,19/06/18,09:04:18,2.0777
60,19/06/18,09:04:28,2.0806
61,19/06/18,09:04:37,2.0813
62,19/06/18,09:04:48,2.0813
63,19/06/18,09:04:58,2.0835
64,19/06/18,09:05:08,2.0827
65,19/06/18,09:05:18,2.0842
66,19/06/18,09:05:28,2.082
67,19/06/18,09:05:38,2.0813
68,19/06/18,09:05:48,2.077
69,19/06/18,09:05:58,2.0792
70,19/06/18,09:06:08,2.0792
71,19/06/18,09:06:18,2.0813
72,19/06/18,09:06:28,2.0777
73,19/06/18,09:06:38,2.077
74,19/06/18,09:06:48,2.0792
75,19/06/18,09:06:58,2.0784
76,19/06/18,09:07:08,2.0806
77,19/06/18,09:07:18,2.0777
78,19/06/18,09:07:28,2.0777
79,19/06/18,09:07:38,2.0777
80,19/06/18,09:07:48,2.0792
81,19/06/18,09:07:58,2.0813
82,19/06/18,09:08:08,2.0784
83,19/06/18,09:08:18,2.0763
84,19/06/18,09:08:28,2.0756
85,19/06/18,09:08:38,2.0756
86,19/06/18,09:08:48,2.0756
87,19/06/18,09:08:59,2.0749
88,19/06/18,09:09:08,2.0741
89,19/06/18,09:09:18,2.0756
90,19/06/18,09:09:28,2.0749
91,19/06/18,09:09:38,2.077
92,19/06/18,09:09:48,2.077
93,19/06/18,09:09:58,2.0792
94,19/06/18,09:10:08,2.0806
95,19/06/18,09:10:18,2.0792
96,19/06/18,09:10:28,2.0806
97,19/06/18,09:10:38,2.0763
98,19/06/18,09:10:48,2.0749
99,19/06/18,09:10:58,2.072
100,19/06/18,09:11:08,2.072
101,19/06/18,09:11:18,2.0734
102,19/06/18,09:11:28,2.0734
103,19/06/18,09:11:38,2.072
104,19/06/18,09:11:48,2.0756
105,19/06/18,09:11:58,2.0756
106,19/06/18,09:12:08,2.0777
107,19/06/18,09:12:18,2.0749
108,19/06/18,09:12:28,2.0749
109,19/06/18,09:12:38,2.0741
110,19/06/18,09:12:48,2.0756
111,19/06/18,09:12:58,2.0756
112,19/06/18,09:13:08,2.0734
113,19/06/18,09:13:18,2.0727
114,19/06/18,09:13:28,2.0734
115,19/06/18,09:13:38,2.0741
116,19/06/18,09:13:48,2.0734
117,19/06/18,09:13:58,2.0734
118,19/06/18,09:14:08,2.072
119,19/06/18,09:14:18,2.0734
120,19/06/18,09:14:28,2.0741
121,19/06/18,09:14:38,2.0749
122,19/06/18,09:14:48,2.0741
123,19/06/18,09:14:59,2.0756
124,19/06/18,09:15:08,2.0763
125,19/06/18,09:15:18,2.0749
126,19/06/18,09:15:29,2.072
127,19/06/18,09:15:39,2.0691
128,19/06/18,09:15:49,2.067
129,19/06/18,09:15:59,2.067
130,19/06/18,09:16:09,2.0655
131,19/06/18,09:16:19,2.0706
132,19/06/18,09:16:29,2.0713
133,19/06/18,09:16:39,2.0727
134,19/06/18,09:16:49,2.0741
135,19/06/18,09:17:00,2.0749
136,19/06/18,09:17:10,2.0734
137,19/06/18,09:17:20,2.0713
138,19/06/18,09:17:30,2.0713
139,19/06/18,09:17:40,2.0691
140,19/06/18,09:17:50,2.0684
141,19/06/18,09:18:01,2.067
142,19/06/18,09:18:10,2.0677
143,19/06/18,09:18:20,2.0691
144,19/06/18,09:18:31,2.0684
145,19/06/18,09:18:40,2.0727
146,19/06/18,09:18:50,2.072
147,19/06/18,09:19:01,2.0706
148,19/06/18,09:19:11,2.0727
149,19/06/18,09:19:21,2.0713
150,19/06/18,09:19:31,2.0691
151,19/06/18,09:19:41,2.072
152,19/06/18,09:19:51,2.0727
153,19/06/18,09:20:01,2.072
154,19/06/18,09:20:11,2.0691
155,19/06/18,09:20:21,2.0706
156,19/06/18,09:20:31,2.0713
157,19/06/18,09:20:41,2.0691
158,19/06/18,09:20:51,2.0677
159,19/06/18,09:21:02,2.067
160,19/06/18,09:21:12,2.0677
161,19/06/18,09:21:22,2.0684
162,19/06/18,09:21:32,2.0706
163,19/06/18,09:21:42,2.0713
164,19/06/18,09:21:52,2.0734
165,19/06/18,09:22:03,2.0756
166,19/06/18,09:22:13,2.0741
167,19/06/18,09:22:23,2.072
168,19/06/18,09:22:33,2.0691
169,19/06/18,09:22:43,2.0677
170,19/06/18,09:22:53,2.0655
171,19/06/18,09:23:03,2.0648
172,19/06/18,09:23:12,2.0641
173,19/06/18,09:23:22,2.0655
174,19/06/18,09:23:33,2.067
175,19/06/18,09:23:43,2.0677
176,19/06/18,09:23:53,2.0677
177,19/06/18,09:24:03,2.0677
178,19/06/18,09:24:13,2.0684
179,19/06/18,09:24:23,2.0691
180,19/06/18,09:24:34,2.0677
181,19/06/18,09:24:44,2.0677
182,19/06/18,09:24:54,2.067
183,19/06/18,09:25:04,2.0655
184,19/06/18,09:25:14,2.067
185,19/06/18,09:25:24,2.0677
186,19/06/18,09:25:34,2.0677
187,19/06/18,09:25:45,2.0648
188,19/06/18,09:25:55,2.0634
189,19/06/18,09:26:05,2.062
190,19/06/18,09:26:15,2.0627
191,19/06/18,09:26:25,2.0627
192,19/06/18,09:26:36,2.0627
193,19/06/18,09:26:46,2.0634
194,19/06/18,09:26:56,2.0655
195,19/06/18,09:27:06,2.067
196,19/06/18,09:27:17,2.067
197,19/06/18,09:27:27,2.0655
198,19/06/18,09:27:37,2.0634
199,19/06/18,09:27:47,2.0634
200,19/06/18,09:27:57,2.062
201,19/06/18,09:28:07,2.0591
202,19/06/18,09:28:18,2.0591
203,19/06/18,09:28:28,2.0612
204,19/06/18,09:28:38,2.0627
205,19/06/18,09:28:48,2.0634
206,19/06/18,09:28:59,2.0627
207,19/06/18,09:29:09,2.062
208,19/06/18,09:29:19,2.0598
209,19/06/18,09:29:29,2.0612
210,19/06/18,09:29:39,2.0634
211,19/06/18,09:29:50,2.0641
212,19/06/18,09:30:00,2.0648
213,19/06/18,09:30:10,2.0655
214,19/06/18,09:30:20,2.0655
215,19/06/18,09:30:30,2.0641
216,19/06/18,09:30:41,2.0612
217,19/06/18,09:30:51,2.0598
218,19/06/18,09:31:01,2.0598
219,19/06/18,09:31:11,2.0584
220,19/06/18,09:31:22,2.0591
221,19/06/18,09:31:32,2.0584
222,19/06/18,09:31:42,2.0612
223,19/06/18,09:31:52,2.0627
224,19/06/18,09:32:02,2.0641
225,19/06/18,09:32:13,2.0648
226,19/06/18,09:32:23,2.0641
227,19/06/18,09:32:33,2.0598
228,19/06/18,09:32:43,2.0591
229,19/06/18,09:32:53,2.0598
230,19/06/18,09:33:04,2.0598
231,19/06/18,09:33:14,2.0612
232,19/06/18,09:33:24,2.0627
233,19/06/18,09:33:34,2.0634
234,19/06/18,09:33:44,2.0598
235,19/06/18,09:33:55,2.0598
236,19/06/18,09:34:05,2.0591
237,19/06/18,09:34:15,2.0584
238,19/06/18,09:34:25,2.0598
239,19/06/18,09:34:35,2.0591
240,19/06/18,09:34:46,2.0598
241,19/06/18,09:34:56,2.0598
242,19/06/18,09:35:06,2.0584
243,19/06/18,09:35:16,2.0577
244,19/06/18,09:35:26,2.0577
245,19/06/18,09:35:36,2.0584
246,19/06/18,09:35:46,2.0584
247,19/06/18,09:35:57,2.0584
248,19/06/18,09:36:07,2.0562
249,19/06/18,09:36:17,2.0555
250,19/06/18,09:36:27,2.0562
251,19/06/18,09:36:38,2.0584
252,19/06/18,09:36:48,2.062
253,19/06/18,09:36:58,2.0634
254,19/06/18,09:37:08,2.0627
255,19/06/18,09:37:19,2.0612
256,19/06/18,09:37:29,2.0591
257,19/06/18,09:37:39,2.0584
258,19/06/18,09:37:49,2.0562
259,19/06/18,09:38:00,2.0548
260,19/06/18,09:38:09,2.0548
261,19/06/18,09:38:20,2.0555
262,19/06/18,09:38:29,2.0569
263,19/06/18,09:38:40,2.0569
264,19/06/18,09:38:50,2.0577
265,19/06/18,09:39:00,2.0577
266,19/06/18,09:39:10,2.0584
267,19/06/18,09:39:21,2.0577
268,19/06/18,09:39:31,2.0569
269,19/06/18,09:39:41,2.0562
270,19/06/18,09:39:51,2.0577
271,19/06/18,09:40:02,2.0584
272,19/06/18,09:40:12,2.0591
273,19/06/18,09:40:22,2.0598
274,19/06/18,09:40:32,2.0584
275,19/06/18,09:40:43,2.0562
276,19/06/18,09:40:53,2.0548
277,19/06/18,09:41:03,2.0548
278,19/06/18,09:41:13,2.0534
279,19/06/18,09:41:24,2.0526
280,19/06/18,09:41:34,2.0519
281,19/06/18,09:41:44,2.0548
282,19/06/18,09:41:54,2.0569
283,19/06/18,09:42:04,2.0598
284,19/06/18,09:42:15,2.0598
285,19/06/18,09:42:25,2.0598
286,19/06/18,09:42:35,2.0598
287,19/06/18,09:42:45,2.0577
288,19/06/18,09:42:56,2.0562
289,19/06/18,09:43:06,2.0548
290,19/06/18,09:43:16,2.0534
291,19/06/18,09:43:26,2.0548
292,19/06/18,09:43:37,2.0555
293,19/06/18,09:43:47,2.0562
294,19/06/18,09:43:57,2.0562
295,19/06/18,09:44:07,2.0562
296,19/06/18,09:44:18,2.0577
297,19/06/18,09:44:28,2.0598
298,19/06/18,09:44:38,2.0591
299,19/06/18,09:44:48,2.0591
300,19/06/18,09:44:58,2.0569
301,19/06/18,09:45:09,2.0555
302,19/06/18,09:45:19,2.0526
303,19/06/18,09:45:29,2.0555
304,19/06/18,09:45:39,2.0526
305,19/06/18,09:45:50,2.0534
306,19/06/18,09:46:00,2.0534
307,19/06/18,09:46:10,2.0562
308,19/06/18,09:46:20,2.0562
309,19/06/18,09:46:31,2.0569
310,19/06/18,09:46:41,2.0569
311,19/06/18,09:46:51,2.0584
312,19/06/18,09:47:01,2.0584
313,19/06/18,09:47:11,2.0569
314,19/06/18,09:47:21,2.0541
315,19/06/18,09:47:32,2.0519
316,19/06/18,09:47:42,2.0505
317,19/06/18,09:47:52,2.0526
318,19/06/18,09:48:02,2.0548
319,19/06/18,09:48:13,2.0562
320,19/06/18,09:48:23,2.0562
321,19/06/18,09:48:33,2.0562
322,19/06/18,09:48:43,2.0555
323,19/06/18,09:48:53,2.0534
324,19/06/18,09:49:03,2.0519
325,19/06/18,09:49:13,2.0519
326,19/06/18,09:49:24,2.0526
327,19/06/18,09:49:34,2.0526
328,19/06/18,09:49:44,2.0526
329,19/06/18,09:49:54,2.0548
330,19/06/18,09:50:04,2.0548
331,19/06/18,09:50:14,2.0562
332,19/06/18,09:50:24,2.0555
333,19/06/18,09:50:35,2.0534
334,19/06/18,09:50:45,2.0526
335,19/06/18,09:50:55,2.0534
336,19/06/18,09:51:05,2.0498
337,19/06/18,09:51:15,2.0505
338,19/06/18,09:51:26,2.0505
339,19/06/18,09:51:36,2.0519
340,19/06/18,09:51:46,2.0534
341,19/06/18,09:51:56,2.0519
342,19/06/18,09:52:07,2.0534
343,19/06/18,09:52:16,2.0548
344,19/06/18,09:52:26,2.0555
345,19/06/18,09:52:37,2.0577
346,19/06/18,09:52:47,2.0577
347,19/06/18,09:52:57,2.0555
348,19/06/18,09:53:08,2.0541
349,19/06/18,09:53:18,2.0519
350,19/06/18,09:53:28,2.0505
351,19/06/18,09:53:38,2.0505
352,19/06/18,09:53:49,2.0505
353,19/06/18,09:53:59,2.0491
354,19/06/18,09:54:09,2.0491
355,19/06/18,09:54:19,2.0491
356,19/06/18,09:54:30,2.0498
357,19/06/18,09:54:40,2.0491
358,19/06/18,09:54:50,2.0519
359,19/06/18,09:55:00,2.0526
360,19/06/18,09:55:11,2.0534
361,19/06/18,09:55:21,2.0534
362,19/06/18,09:55:31,2.0534
363,19/06/18,09:55:41,2.0534
364,19/06/18,09:55:51,2.0534
365,19/06/18,09:56:02,2.0526
366,19/06/18,09:56:12,2.0526
367,19/06/18,09:56:22,2.0526
368,19/06/18,09:56:32,2.0526
369,19/06/18,09:56:43,2.0534
370,19/06/18,09:56:53,2.0519
371,19/06/18,09:57:03,2.0498
372,19/06/18,09:57:13,2.0491
373,19/06/18,09:57:24,2.0483
374,19/06/18,09:57:34,2.0498
375,19/06/18,09:57:44,2.0534
376,19/06/18,09:57:54,2.0534
377,19/06/18,09:58:05,2.0555
378,19/06/18,09:58:14,2.0548
379,19/06/18,09:58:24,2.0505
380,19/06/18,09:58:35,2.0455
381,19/06/18,09:58:45,2.0448
382,19/06/18,09:58:55,2.0448
383,19/06/18,09:59:05,2.0462
384,19/06/18,09:59:16,2.0476
385,19/06/18,09:59:26,2.0519
386,19/06/18,09:59:36,2.0534
387,19/06/18,09:59:46,2.0519
388,19/06/18,09:59:57,2.0491
389,19/06/18,10:00:07,2.0483
390,19/06/18,10:00:17,2.0491
391,19/06/18,10:00:27,2.0491
392,19/06/18,10:00:38,2.0505
393,19/06/18,10:00:48,2.0519
394,19/06/18,10:00:58,2.0526
395,19/06/18,10:01:08,2.0541
396,19/06/18,10:01:19,2.0555
397,19/06/18,10:01:29,2.0548
398,19/06/18,10:01:39,2.0505
399,19/06/18,10:01:49,2.0491
400,19/06/18,10:02:00,2.0498
401,19/06/18,10:02:10,2.0491
402,19/06/18,10:02:20,2.0469
403,19/06/18,10:02:30,2.0505
404,19/06/18,10:02:41,2.0491
405,19/06/18,10:02:51,2.0483
406,19/06/18,10:03:01,2.0483
407,19/06/18,10:03:11,2.0483
408,19/06/18,10:03:22,2.0505
409,19/06/18,10:03:32,2.0519
410,19/06/18,10:03:42,2.0541
411,19/06/18,10:03:52,2.0526
412,19/06/18,10:04:03,2.0526
413,19/06/18,10:04:13,2.0483
414,19/06/18,10:04:23,2.0476
415,19/06/18,10:04:33,2.0469
416,19/06/18,10:04:44,2.0462
417,19/06/18,10:04:54,2.0455
418,19/06/18,10:05:04,2.0469
419,19/06/18,10:05:14,2.0462
420,19/06/18,10:05:25,2.0483
421,19/06/18,10:05:35,2.0491
422,19/06/18,10:05:45,2.0505
423,19/06/18,10:05:55,2.0505
424,19/06/18,10:06:06,2.0548
425,19/06/18,10:06:16,2.0534
426,19/06/18,10:06:26,2.0548
427,19/06/18,10:06:36,2.0519
428,19/06/18,10:06:47,2.0498
429,19/06/18,10:06:57,2.0491
430,19/06/18,10:07:07,2.0491
431,19/06/18,10:07:18,2.0491
432,19/06/18,10:07:28,2.0505
433,19/06/18,10:07:38,2.0483
434,19/06/18,10:07:48,2.0483
435,19/06/18,10:07:59,2.0483
436,19/06/18,10:08:09,2.0505
437,19/06/18,10:08:19,2.0498
438,19/06/18,10:08:29,2.0498
439,19/06/18,10:08:39,2.0498
440,19/06/18,10:08:50,2.0534
441,19/06/18,10:09:00,2.0519
442,19/06/18,10:09:10,2.0534
443,19/06/18,10:09:20,2.0534
444,19/06/18,10:09:31,2.0541
445,19/06/18,10:09:41,2.0534
446,19/06/18,10:09:51,2.0534
447,19/06/18,10:10:01,2.0526
448,19/06/18,10:10:12,2.0534
449,19/06/18,10:10:22,2.0555
450,19/06/18,10:10:32,2.0555
451,19/06/18,10:10:43,2.0555
452,19/06/18,10:10:53,2.0562
453,19/06/18,10:11:03,2.0569
454,19/06/18,10:11:13,2.0569
455,19/06/18,10:11:24,2.0562
456,19/06/18,10:11:34,2.0555
457,19/06/18,10:11:44,2.0555
458,19/06/18,10:11:54,2.0534
459,19/06/18,10:12:05,2.0526
460,19/06/18,10:12:15,2.0534
461,19/06/18,10:12:25,2.0526
462,19/06/18,10:12:35,2.0505
463,19/06/18,10:12:46,2.0491
464,19/06/18,10:12:56,2.0476
465,19/06/18,10:13:06,2.0498
466,19/06/18,10:13:16,2.0498
467,19/06/18,10:13:27,2.0505
468,19/06/18,10:13:37,2.0534
469,19/06/18,10:13:47,2.0548
470,19/06/18,10:13:57,2.0562
471,19/06/18,10:14:08,2.0562
472,19/06/18,10:14:18,2.0505
473,19/06/18,10:14:28,2.0483
474,19/06/18,10:14:38,2.0476
475,19/06/18,10:14:49,2.0469
476,19/06/18,10:14:59,2.0498
477,19/06/18,10:15:09,2.0505
478,19/06/18,10:15:20,2.0534
479,19/06/18,10:15:30,2.0526
480,19/06/18,10:15:40,2.0534
481,19/06/18,10:15:50,2.0491
482,19/06/18,10:16:01,2.0483
483,19/06/18,10:16:11,2.0491
484,19/06/18,10:16:21,2.0491
485,19/06/18,10:16:31,2.0505
486,19/06/18,10:16:42,2.0505
487,19/06/18,10:16:52,2.0526
488,19/06/18,10:17:02,2.0534
489,19/06/18,10:17:12,2.0548
490,19/06/18,10:17:23,2.0548
491,19/06/18,10:17:33,2.0534
492,19/06/18,10:17:43,2.0526
493,19/06/18,10:17:53,2.0491
494,19/06/18,10:18:04,2.0469
495,19/06/18,10:18:14,2.0483
496,19/06/18,10:18:24,2.0491
497,19/06/18,10:18:34,2.0498
498,19/06/18,10:18:45,2.0491
499,19/06/18,10:18:55,2.0505
