,Date,Time,Proximity Sensor 2
0,30/10/19,09:57:51,1.2133
1,30/10/19,09:58:01,1.2176
2,30/10/19,09:58:11,1.2154
3,30/10/19,09:58:21,1.2118
4,30/10/19,09:58:31,1.2097
5,30/10/19,09:58:41,1.2061
6,30/10/19,09:58:51,1.2047
7,30/10/19,09:59:02,1.2025
8,30/10/19,09:59:12,1.2004
9,30/10/19,09:59:22,1.1975
10,30/10/19,09:59:31,1.1961
11,30/10/19,09:59:41,1.1946
12,30/10/19,09:59:51,1.1946
13,30/10/19,10:00:02,1.1946
14,30/10/19,10:00:12,1.1953
15,30/10/19,10:00:22,1.1939
16,30/10/19,10:00:32,1.1939
17,30/10/19,10:00:42,1.1946
18,30/10/19,10:00:52,1.1989
19,30/10/19,10:01:02,1.2004
20,30/10/19,10:01:12,1.2004
21,30/10/19,10:01:23,1.1961
22,30/10/19,10:01:33,1.1975
23,30/10/19,10:01:43,1.1961
24,30/10/19,10:01:53,1.1961
25,30/10/19,10:02:03,1.1961
26,30/10/19,10:02:13,1.1975
27,30/10/19,10:02:23,1.2004
28,30/10/19,10:02:33,1.2004
29,30/10/19,10:02:43,1.1982
30,30/10/19,10:02:53,1.1989
31,30/10/19,10:03:04,1.2004
32,30/10/19,10:03:14,1.2025
33,30/10/19,10:03:24,1.2025
34,30/10/19,10:03:34,1.2025
35,30/10/19,10:03:44,1.1989
36,30/10/19,10:03:54,1.2011
37,30/10/19,10:04:04,1.2004
38,30/10/19,10:04:14,1.1982
39,30/10/19,10:04:24,1.1989
40,30/10/19,10:04:34,1.1989
41,30/10/19,10:04:45,1.2025
42,30/10/19,10:04:55,1.2047
43,30/10/19,10:05:05,1.2075
44,30/10/19,10:05:15,1.2075
45,30/10/19,10:05:25,1.2097
