,Date,Time,Proximity Sensor 2
0,23/01/19,19:07:09,2.0247
1,23/01/19,19:07:19,2.0268
2,23/01/19,19:07:29,2.0268
3,23/01/19,19:07:39,2.029
4,23/01/19,19:07:49,2.0304
5,23/01/19,19:07:59,2.0369
6,23/01/19,19:08:09,2.0383
7,23/01/19,19:08:19,2.0397
8,23/01/19,19:08:29,2.0405
9,23/01/19,19:08:39,2.0405
10,23/01/19,19:08:49,2.0383
11,23/01/19,19:08:59,2.0376
12,23/01/19,19:09:09,2.0354
13,23/01/19,19:09:19,2.0362
14,23/01/19,19:09:29,2.0333
15,23/01/19,19:09:39,2.0333
16,23/01/19,19:09:49,2.0283
17,23/01/19,19:09:59,2.0261
18,23/01/19,19:10:09,2.024
19,23/01/19,19:10:19,2.0247
20,23/01/19,19:10:29,2.0268
21,23/01/19,19:10:39,2.029
22,23/01/19,19:10:49,2.0326
23,23/01/19,19:10:59,2.034
24,23/01/19,19:11:09,2.0354
25,23/01/19,19:11:19,2.0311
26,23/01/19,19:11:29,2.0304
27,23/01/19,19:11:39,2.0283
28,23/01/19,19:11:49,2.0275
29,23/01/19,19:11:59,2.0283
30,23/01/19,19:12:10,2.0261
31,23/01/19,19:12:20,2.0275
32,23/01/19,19:12:29,2.0247
33,23/01/19,19:12:39,2.0189
34,23/01/19,19:12:50,2.0189
35,23/01/19,19:13:00,2.0211
36,23/01/19,19:13:09,2.024
37,23/01/19,19:13:19,2.0283
38,23/01/19,19:13:29,2.024
39,23/01/19,19:13:39,2.0182
40,23/01/19,19:13:49,2.0139
41,23/01/19,19:13:59,2.0103
42,23/01/19,19:14:10,2.0039
43,23/01/19,19:14:20,2.0017
44,23/01/19,19:14:30,2.0082
45,23/01/19,19:14:40,2.0118
46,23/01/19,19:14:50,2.0118
47,23/01/19,19:15:00,2.0175
48,23/01/19,19:15:10,2.0168
49,23/01/19,19:15:20,2.0197
50,23/01/19,19:15:30,2.0197
51,23/01/19,19:15:40,2.0175
52,23/01/19,19:15:50,2.0125
53,23/01/19,19:16:00,2.0154
54,23/01/19,19:16:10,2.024
55,23/01/19,19:16:20,2.0297
56,23/01/19,19:16:30,2.0283
57,23/01/19,19:16:40,2.0275
58,23/01/19,19:16:50,2.0275
59,23/01/19,19:17:00,2.0268
60,23/01/19,19:17:10,2.024
