,Date,Time,Proximity Sensor 1
0,20/08/18,11:28:14,1.7953
1,20/08/18,11:28:24,1.7853
2,20/08/18,11:28:34,1.7774
3,20/08/18,11:28:45,1.7717
4,20/08/18,11:28:55,1.7695
5,20/08/18,11:29:05,1.7709
6,20/08/18,11:29:15,1.7724
7,20/08/18,11:29:26,1.7738
8,20/08/18,11:29:36,1.7745
9,20/08/18,11:29:46,1.7767
10,20/08/18,11:29:57,1.7774
11,20/08/18,11:30:07,1.7788
12,20/08/18,11:30:17,1.7788
13,20/08/18,11:30:28,1.7767
14,20/08/18,11:30:38,1.776
15,20/08/18,11:30:48,1.776
16,20/08/18,11:30:59,1.7781
17,20/08/18,11:31:09,1.7788
18,20/08/18,11:31:19,1.781
19,20/08/18,11:31:30,1.7817
20,20/08/18,11:31:40,1.7795
21,20/08/18,11:31:50,1.7788
22,20/08/18,11:32:00,1.776
23,20/08/18,11:32:11,1.7752
24,20/08/18,11:32:21,1.776
25,20/08/18,11:32:31,1.7774
26,20/08/18,11:32:41,1.7767
27,20/08/18,11:32:52,1.776
28,20/08/18,11:33:02,1.776
29,20/08/18,11:33:13,1.776
30,20/08/18,11:33:23,1.7745
31,20/08/18,11:33:33,1.7724
32,20/08/18,11:33:43,1.7724
33,20/08/18,11:33:54,1.7717
34,20/08/18,11:34:04,1.7709
35,20/08/18,11:34:14,1.7709
36,20/08/18,11:34:25,1.7709
37,20/08/18,11:34:35,1.7702
38,20/08/18,11:34:45,1.7695
39,20/08/18,11:34:56,1.7724
40,20/08/18,11:35:06,1.7724
41,20/08/18,11:35:17,1.7745
42,20/08/18,11:35:27,1.7745
43,20/08/18,11:35:37,1.7745
44,20/08/18,11:35:48,1.7745
45,20/08/18,11:35:58,1.7724
46,20/08/18,11:36:08,1.7717
47,20/08/18,11:36:19,1.7709
48,20/08/18,11:36:29,1.7695
49,20/08/18,11:36:39,1.7702
50,20/08/18,11:36:49,1.7702
51,20/08/18,11:37:00,1.7702
52,20/08/18,11:37:10,1.7709
53,20/08/18,11:37:20,1.7717
54,20/08/18,11:37:30,1.7695
55,20/08/18,11:37:41,1.7695
56,20/08/18,11:37:51,1.7695
57,20/08/18,11:38:01,1.7695
58,20/08/18,11:38:12,1.7709
59,20/08/18,11:38:22,1.7717
60,20/08/18,11:38:32,1.7724
61,20/08/18,11:38:43,1.7717
62,20/08/18,11:38:53,1.7709
63,20/08/18,11:39:04,1.7674
64,20/08/18,11:39:14,1.7666
65,20/08/18,11:39:24,1.7666
66,20/08/18,11:39:34,1.7666
67,20/08/18,11:39:45,1.7659
68,20/08/18,11:39:55,1.7674
69,20/08/18,11:40:05,1.7666
70,20/08/18,11:40:16,1.7652
71,20/08/18,11:40:26,1.7652
72,20/08/18,11:40:36,1.7645
73,20/08/18,11:40:47,1.7623
74,20/08/18,11:40:57,1.7623
75,20/08/18,11:41:07,1.7645
76,20/08/18,11:41:17,1.7638
77,20/08/18,11:41:28,1.7623
78,20/08/18,11:41:38,1.7623
79,20/08/18,11:41:48,1.7609
80,20/08/18,11:41:58,1.7609
81,20/08/18,11:42:09,1.7609
82,20/08/18,11:42:19,1.7602
83,20/08/18,11:42:30,1.7573
84,20/08/18,11:42:40,1.7609
85,20/08/18,11:42:50,1.7595
86,20/08/18,11:43:01,1.7602
87,20/08/18,11:43:11,1.7595
88,20/08/18,11:43:21,1.7602
89,20/08/18,11:43:32,1.7609
90,20/08/18,11:43:42,1.7623
