,Date,Time,Proximity Sensor 3
0,23/01/19,09:39:45,2.2003
1,23/01/19,09:39:55,2.191
2,23/01/19,09:40:05,2.186
3,23/01/19,09:40:16,2.1766
4,23/01/19,09:40:26,2.1738
5,23/01/19,09:40:36,2.1673
6,23/01/19,09:40:46,2.1645
7,23/01/19,09:40:56,2.1602
8,23/01/19,09:41:06,2.153
9,23/01/19,09:41:16,2.1523
10,23/01/19,09:41:26,2.1516
11,23/01/19,09:41:36,2.1523
12,23/01/19,09:41:46,2.1516
13,23/01/19,09:41:56,2.1559
14,23/01/19,09:42:06,2.1559
15,23/01/19,09:42:16,2.1616
16,23/01/19,09:42:27,2.1637
17,23/01/19,09:42:37,2.163
18,23/01/19,09:42:46,2.1637
19,23/01/19,09:42:56,2.1616
20,23/01/19,09:43:07,2.1623
21,23/01/19,09:43:17,2.1623
22,23/01/19,09:43:27,2.163
23,23/01/19,09:43:38,2.1623
24,23/01/19,09:43:48,2.1652
25,23/01/19,09:43:58,2.1652
26,23/01/19,09:44:08,2.163
27,23/01/19,09:44:18,2.1623
28,23/01/19,09:44:28,2.1609
29,23/01/19,09:44:38,2.1637
30,23/01/19,09:44:48,2.1637
31,23/01/19,09:44:58,2.1645
32,23/01/19,09:45:08,2.1637
33,23/01/19,09:45:18,2.1602
34,23/01/19,09:45:28,2.1616
35,23/01/19,09:45:38,2.1594
36,23/01/19,09:45:48,2.1587
37,23/01/19,09:45:58,2.1587
38,23/01/19,09:46:08,2.158
39,23/01/19,09:46:18,2.1566
40,23/01/19,09:46:28,2.1587
41,23/01/19,09:46:39,2.1594
42,23/01/19,09:46:49,2.1602
43,23/01/19,09:46:59,2.1594
44,23/01/19,09:47:09,2.1616
45,23/01/19,09:47:19,2.1623
46,23/01/19,09:47:29,2.1616
47,23/01/19,09:47:39,2.1602
48,23/01/19,09:47:48,2.1566
49,23/01/19,09:47:58,2.1551
50,23/01/19,09:48:08,2.1551
51,23/01/19,09:48:18,2.1559
52,23/01/19,09:48:29,2.1559
53,23/01/19,09:48:39,2.1551
54,23/01/19,09:48:49,2.1566
55,23/01/19,09:48:59,2.1587
56,23/01/19,09:49:08,2.1602
57,23/01/19,09:49:18,2.1616
58,23/01/19,09:49:28,2.1602
59,23/01/19,09:49:38,2.1587
60,23/01/19,09:49:48,2.1559
61,23/01/19,09:49:58,2.1559
62,23/01/19,09:50:09,2.1559
63,23/01/19,09:50:19,2.1566
64,23/01/19,09:50:28,2.1566
65,23/01/19,09:50:38,2.1587
66,23/01/19,09:50:48,2.1566
67,23/01/19,09:50:58,2.1559
68,23/01/19,09:51:08,2.1551
69,23/01/19,09:51:19,2.1551
70,23/01/19,09:51:29,2.1551
71,23/01/19,09:51:39,2.1537
72,23/01/19,09:51:49,2.1559
73,23/01/19,09:52:00,2.1559
74,23/01/19,09:52:10,2.1551
75,23/01/19,09:52:20,2.1544
76,23/01/19,09:52:31,2.1544
77,23/01/19,09:52:41,2.1537
78,23/01/19,09:52:51,2.1544
79,23/01/19,09:53:01,2.158
80,23/01/19,09:53:10,2.1566
81,23/01/19,09:53:20,2.153
82,23/01/19,09:53:30,2.1494
83,23/01/19,09:53:40,2.1494
84,23/01/19,09:53:50,2.1494
85,23/01/19,09:54:00,2.1508
86,23/01/19,09:54:10,2.1516
87,23/01/19,09:54:20,2.153
88,23/01/19,09:54:30,2.1523
89,23/01/19,09:54:41,2.1544
90,23/01/19,09:54:51,2.153
91,23/01/19,09:55:01,2.1516
92,23/01/19,09:55:11,2.1494
93,23/01/19,09:55:21,2.1451
94,23/01/19,09:55:31,2.1451
95,23/01/19,09:55:41,2.1465
96,23/01/19,09:55:51,2.1473
97,23/01/19,09:56:00,2.1516
98,23/01/19,09:56:10,2.1508
99,23/01/19,09:56:20,2.1501
100,23/01/19,09:56:30,2.1473
101,23/01/19,09:56:40,2.1465
102,23/01/19,09:56:51,2.1458
103,23/01/19,09:57:01,2.1458
104,23/01/19,09:57:10,2.1444
105,23/01/19,09:57:20,2.1437
106,23/01/19,09:57:30,2.1465
107,23/01/19,09:57:41,2.1465
108,23/01/19,09:57:51,2.1501
109,23/01/19,09:58:01,2.1494
110,23/01/19,09:58:11,2.1494
111,23/01/19,09:58:21,2.1444
112,23/01/19,09:58:31,2.1422
113,23/01/19,09:58:41,2.143
114,23/01/19,09:58:51,2.1401
115,23/01/19,09:59:01,2.1415
116,23/01/19,09:59:11,2.1422
117,23/01/19,09:59:21,2.1451
118,23/01/19,09:59:31,2.1458
119,23/01/19,09:59:41,2.143
120,23/01/19,09:59:51,2.1415
121,23/01/19,10:00:01,2.143
122,23/01/19,10:00:10,2.1444
123,23/01/19,10:00:20,2.1415
124,23/01/19,10:00:30,2.1422
125,23/01/19,10:00:40,2.143
126,23/01/19,10:00:50,2.1437
127,23/01/19,10:01:00,2.1444
128,23/01/19,10:01:10,2.1437
129,23/01/19,10:01:20,2.1415
130,23/01/19,10:01:30,2.1401
131,23/01/19,10:01:40,2.1408
132,23/01/19,10:01:51,2.1379
133,23/01/19,10:02:01,2.1408
134,23/01/19,10:02:11,2.1408
135,23/01/19,10:02:21,2.1401
